FIRE_NUMBER,VERSION_NUMBER,FIRE_YEAR,FIRE_CAUSE,FIRE_LABEL,FIRE_SIZE_HECTARES,SOURCE,GPS_TRACK_DATE,LOAD_DATE,FIRE_DATE,CREATION_METHOD,FEATURE_CODE,OBJECTID,SE_ANNO_CAD_DATA,FEATURE_AREA_SQM,FEATURE_LENGTH_M,MONTH,MONTH_NAME
C50045,2013083001.0,2013,Person,2013-C50045,1.3,OZIX,2013-08-30Z,2013-08-30Z,,GPS-TRACK,JA70003000,3202903,,13203.6128,1342.1076,,
C50050,2013051301.0,2013,Person,2013-C50050,1.1,OZIX,2013-05-31Z,2013-05-30Z,,GPS-TRACK,JA70003000,3202904,,11478.0362,914.374,,
C50065,2013070301.0,2013,Person,2013-C50065,3.6,OZIX,2013-07-03Z,2013-07-03Z,,GPS-TRACK,JA70003000,3202905,,36371.7463,920.9413,,
C50182,2013080501.0,2013,Lightning,2013-C50182,2.3,OZIX,2013-08-05Z,2013-10-31Z,,GPS-TRACK,JA70003000,3202906,,23010.6102,734.4199,,
C50209,2013082901.0,2013,Lightning,2013-C50209,1.3,OZIX,2013-08-29Z,2013-08-29Z,,GPS-TRACK,JA70003000,3202907,,13556.2069,530.5972,,
C50224,2013081101.0,2013,Lightning,2013-C50224,1208.0,OZIX,2013-08-11Z,2013-08-12Z,,GPS-TRACK,JA70003000,3202908,,12080047.1256,18835.5705,,
C50269,2013081101.0,2013,Lightning,2013-C50269,1.0,OZIX,2013-08-12Z,2013-08-12Z,,GPS-TRACK,JA70003000,3202909,,10854.024,425.9694,,
C50274,2013081201.0,2013,Lightning,2013-C50274,1.6,OZIX,2013-08-19Z,2013-08-19Z,,GPS-TRACK,JA70003000,3202910,,16294.7755,883.7236,,
C50337,2014043001.0,2013,Lightning,2013-C50337,122.0,OZIX,2014-04-30Z,2014-04-30Z,,GPS-TRACK,JA70003000,3202911,,1220142.1199,4385.1326,,
C50342,2013082201.0,2013,Lightning,2013-C50342,1.4,OZIX,2013-08-29Z,2013-08-29Z,,GPS-TRACK,JA70003000,3202912,,14210.3404,724.8036,,
C50419,2013102501.0,2013,Person,2013-C50419,4.9,OZIX,2013-10-28Z,2013-10-28Z,,GPS-TRACK,JA70003000,3202913,,49534.2567,1392.0016,,
C10019,2013042501.0,2013,Person,2013-C10019,15.5,OZIX,2013-07-29Z,2013-07-29Z,,GPS-TRACK,JA70003000,3202845,,155001.7936,2343.6882,,
C10036,2013050401.0,2013,Person,2013-C10036,0.9,OZIX,2013-05-07Z,2013-05-07Z,,GPS-TRACK,JA70003000,3202846,,9531.9124,553.7547,,
C10039,2013050401.0,2013,Person,2013-C10039,0.1,OZIX,2013-05-07Z,2013-05-07Z,,GPS-TRACK,JA70003000,3202847,,1378.1466,189.8951,,
C10069,2013070101.0,2013,Lightning,2013-C10069,3.8,OZIX,2013-08-22Z,2013-08-22Z,,GPS-TRACK,JA70003000,3202848,,38605.4404,1327.3341,,
C10084,2013072202.0,2013,Person,2013-C10084,3.1,OZIX,2013-09-18Z,2013-09-18Z,,GPS-TRACK,JA70003000,3202849,,31200.5313,746.5381,,
C10104,2013073101.0,2013,Person,2013-C10104,1.3,OZIX,2013-07-31Z,2013-10-25Z,,GPS-TRACK,JA70003000,3202850,,13605.3165,521.224,,
C10130,2013080201.0,2013,Lightning,2013-C10130,0.7,OZIX,2013-08-16Z,2013-08-16Z,,GPS-TRACK,JA70003000,3202851,,7928.5112,594.6278,,
C10140,2013080201.0,2013,Lightning,2013-C10140,3.2,OZIX,2013-08-21Z,2013-08-21Z,,GPS-TRACK,JA70003000,3202852,,32327.1236,917.2595,,
C10168,2013080301.0,2013,Lightning,2013-C10168,5.1,OZIX,2013-08-27Z,2013-08-27Z,,GPS-TRACK,JA70003000,3202853,,51737.1627,1080.497,,
C10253,2013082801.0,2013,Lightning,2013-C10253,49.4,OZIX,2013-08-28Z,2013-08-28Z,,GPS-TRACK,JA70003000,3202854,,494860.8327,2973.1835,,
C10255,2013083001.0,2013,Lightning,2013-C10255,3.6,OZIX,2013-08-30Z,2013-08-30Z,,GPS-TRACK,JA70003000,3202855,,36445.1558,1733.2411,,
C10284,2013081601.0,2013,Lightning,2013-C10284,2.6,OZIX,2013-08-16Z,2013-09-11Z,,GPS-TRACK,JA70003000,3202856,,26364.0363,702.8155,,
C10295,2013082902.0,2013,Lightning,2013-C10295,0.0,OZIX,2013-09-03Z,2013-09-03Z,,GPS-TRACK,JA70003000,3202857,,53.639,38.2994,,
C10307,2013091001.0,2013,Lightning,2013-C10307,16.8,OZIX,2013-09-10Z,2013-09-10Z,,GPS-TRACK,JA70003000,3202858,,168718.7557,1736.0761,,
C10315,2013082801.0,2013,Lightning,2013-C10315,3.1,OZIX,2013-08-28Z,2013-08-28Z,,GPS-TRACK,JA70003000,3202859,,31433.7453,760.0238,,
C10322,2013082501.0,2013,Lightning,2013-C10322,0.4,OZIX,2013-08-25Z,2013-11-27Z,,GPS-TRACK,JA70003000,3202860,,4981.0576,280.2745,,
C10322,2013081901.0,2013,Lightning,2013-C10322,0.4,OZIX,2013-08-19Z,2014-04-30Z,,GPS-TRACK,JA70003000,3202861,,4980.9107,279.1275,,
C10346,2013082301.0,2013,Lightning,2013-C10346,2.3,OZIX,2013-08-28Z,2013-08-28Z,,GPS-TRACK,JA70003000,3202862,,23345.027,898.4424,,
C10380,2013091101.0,2013,Lightning,2013-C10380,1.0,OZIX,2013-09-13Z,2013-09-13Z,,GPS-TRACK,JA70003000,3202863,,10416.937,488.3222,,
C10417,2013102401.0,2013,Person,2013-C10417,3.2,OZIX,2013-10-25Z,2013-10-25Z,,GPS-TRACK,JA70003000,3202864,,32379.9105,1247.3079,,
C20012,2013060501.0,2013,Person,2013-C20012,209.2,OZIX,2013-06-05Z,2014-04-30Z,,GPS-TRACK,JA70003000,3202865,,2092644.4441,10598.1518,,
C20013,2013060501.0,2013,Person,2013-C20013,36.9,OZIX,2013-06-05Z,2013-10-31Z,,GPS-TRACK,JA70003000,3202866,,369027.4944,4769.98,,
C20015,2013050701.0,2013,Person,2013-C20015,1.7,OZIX,2013-05-08Z,2013-05-07Z,,GPS-TRACK,JA70003000,3202867,,17419.5848,944.8267,,
C20025,2013042801.0,2013,Person,2013-C20025,698.1,OZIX,2013-04-28Z,2013-10-24Z,,GPS-TRACK,JA70003000,3202868,,6981248.3453,14229.9326,,
C20030,2013050301.0,2013,Person,2013-C20030,3.4,OZIX,2013-05-03Z,2013-05-03Z,,GPS-TRACK,JA70003000,3202869,,34467.7495,1193.076,,
C20032,2013043001.0,2013,Person,2013-C20032,3.5,OZIX,2013-05-22Z,2013-05-22Z,,GPS-TRACK,JA70003000,3202870,,35932.0719,1024.5848,,
C20074,2013071701.0,2013,Person,2013-C20074,0.2,OZIX,2013-07-17Z,2013-11-14Z,,GPS-TRACK,JA70003000,3202871,,2505.8675,316.3255,,
C20145,2013082701.0,2013,Lightning,2013-C20145,1.8,OZIX,2013-08-27Z,2013-08-27Z,,GPS-TRACK,JA70003000,3202872,,18490.3633,654.2853,,
C20201,2013092401.0,2013,Lightning,2013-C20201,11.1,OZIX,2013-09-24Z,2013-09-24Z,,GPS-TRACK,JA70003000,3202873,,111167.1683,1837.7122,,
C20264,2013082901.0,2013,Lightning,2013-C20264,1.1,OZIX,2013-08-29Z,2013-08-29Z,,GPS-TRACK,JA70003000,3202874,,11449.3228,599.5801,,
C20278,2013081701.0,2013,Lightning,2013-C20278,9.0,OZIX,2013-08-17Z,2013-10-31Z,,GPS-TRACK,JA70003000,3202875,,90277.9469,1632.8297,,
C20310,2013081901.0,2013,Person,2013-C20310,1.3,OZIX,2013-08-19Z,2013-08-19Z,,GPS-TRACK,JA70003000,3202876,,13729.2604,669.8509,,
C20379,2013090601.0,2013,Lightning,2013-C20379,2.4,OZIX,2013-09-06Z,2013-10-31Z,,GPS-TRACK,JA70003000,3202877,,24760.4644,787.4538,,
C20393,2013112901.0,2013,Lightning,2013-C20393,6.0,OZIX,2013-11-29Z,2013-11-29Z,,GPS-TRACK,JA70003000,3202878,,60430.2533,1221.4851,,
C30072,2013070601.0,2013,Lightning,2013-C30072,0.3,OZIX,2013-07-06Z,2014-04-30Z,,GPS-TRACK,JA70003000,3202879,,3968.2607,388.3887,,
C30194,2013082701.0,2013,Lightning,2013-C30194,2.0,OZIX,2013-08-27Z,2013-08-27Z,,GPS-TRACK,JA70003000,3202880,,20057.1775,697.237,,
C30207,2013081701.0,2013,Lightning,2013-C30207,0.5,OZIX,2013-08-22Z,2013-08-22Z,,GPS-TRACK,JA70003000,3202881,,5589.1491,367.831,,
C30249,2013082801.0,2013,Lightning,2013-C30249,43.7,OZIX,2013-08-28Z,2013-08-28Z,,GPS-TRACK,JA70003000,3202882,,437633.8232,2436.3951,,
C50015,2016040601.0,2016,Person,2016-C50015,18.2,2016 ROLLOVER,2016-04-06Z,2016-07-29Z,,Non-corrected ground GPS                          ,JA70003000,3203924,,182635.0019,2350.7677,,
C50017,2016083001.0,2016,Person,2016-C50017,1.0,2016 ROLLOVER,2016-08-30Z,2016-08-31Z,,Non-corrected ground GPS                          ,JA70003000,3203925,,10883.8896,483.4371,,
C50018,2016092301.0,2016,Person,2016-C50018,5.5,2016 ROLLOVER,2016-09-23Z,2016-09-29Z,,Non-corrected ground GPS                          ,JA70003000,3203926,,55327.2478,2005.31,,
C50025,2016040901.0,2016,Person,2016-C50025,11.8,2016 ROLLOVER,2016-04-09Z,2016-04-26Z,,Non-corrected ground GPS,JA70003000,3203927,,118039.9897,3591.6741,,
C50027,2016040901.0,2016,Person,2016-C50027,2.5,2016 ROLLOVER,2016-04-09Z,2016-04-26Z,,Non-corrected ground GPS,JA70003000,3203928,,25824.7864,989.8472,,
C50028,2016041001.0,2016,Person,2016-C50028,21.6,2016 ROLLOVER,2016-04-10Z,2016-08-30Z,,Non-corrected ground GPS                          ,JA70003000,3203929,,216548.9987,5082.4077,,
C10002,2016040101.0,2016,Person,2016-C10002,1.0,2016 ROLLOVER,2016-04-01Z,2016-04-26Z,,Non-corrected ground GPS,JA70003000,3203912,,10155.8339,863.5006,,
C10011,2016040301.0,2016,Person,2016-C10011,11.4,2016 ROLLOVER,2016-04-03Z,2016-08-22Z,,Non-corrected ground GPS                          ,JA70003000,3203913,,114219.3298,1776.5951,,
C10023,2016100401.0,2016,Person,2016-C10023,395.1,2016 ROLLOVER,2016-10-04Z,2016-04-10Z,,Non-corrected airborne GPS,JA70003000,3203914,,3951709.6423,14508.1964,,
C10051,2016051401.0,2016,Person,2016-C10051,0.3,2016 ROLLOVER,2016-05-14Z,2016-05-24Z,,Non-corrected ground GPS,JA70003000,3203915,,3151.8458,240.6374,,
C20112,2016080301.0,2016,Lightning,2016-C20112,8.5,2016 ROLLOVER,2016-08-03Z,2016-08-19Z,,Non-corrected ground GPS                          ,JA70003000,3203921,,85618.2771,1327.2148,,
C20160,2017032601.0,2016,Person,2016-C20160,5.3,2016 ROLLOVER,2017-03-26Z,2017-04-03Z,,Corrected ground GPS                              ,JA70003000,3203922,,53616.4386,1863.0916,,
C40030,2016080301.0,2016,Person,2016-C40030,35.7,2016 ROLLOVER,2016-08-03Z,2016-08-04Z,,Hand sketch of any type                           ,JA70003000,3203923,,357943.5355,2542.9082,,
C50029,2016041001.0,2016,Person,2016-C50029,3.6,2016 ROLLOVER,2016-04-10Z,2016-08-30Z,,Non-corrected ground GPS                          ,JA70003000,3203930,,36771.4925,1221.2293,,
C50036,2016041901.0,2016,Person,2016-C50036,1.7,2016 ROLLOVER,2016-04-27Z,2016-04-27Z,,Ozi,JA70003000,3203931,,17628.7954,737.0996,,
C50039,2016042001.0,2016,Person,2016-C50039,6.7,2016 ROLLOVER,2016-04-20Z,2016-04-26Z,,Non-corrected ground GPS,JA70003000,3203932,,67619.2368,1768.5325,,
C50057,2016051801.0,2016,Lightning,2016-C50057,199.1,2016 ROLLOVER,2016-05-18Z,2016-05-24Z,,Non-corrected ground GPS                          ,JA70003000,3203933,,1991990.3376,8071.4747,,
C10080,2016090201.0,2016,Lightning,2016-C10080,18.7,2016 ROLLOVER,2016-09-02Z,2016-09-02Z,,Hand sketch of any type                           ,JA70003000,3203916,,187425.4468,1786.4457,,
C20014,2016040701.0,2016,Person,2016-C20014,17.1,2016 ROLLOVER,2016-04-07Z,2016-05-31Z,,Non-corrected ground GPS                          ,JA70003000,3203917,,171259.3178,3579.1003,,
C20026,2016083101.0,2016,Person,2016-C20026,4.6,2016 ROLLOVER,2016-08-31Z,2016-09-01Z,,Hand sketch of any type                           ,JA70003000,3203918,,46736.5619,1693.7386,,
C20034,2016080301.0,2016,Person,2016-C20034,1.3,2016 ROLLOVER,2016-08-03Z,2016-08-04Z,,Hand sketch of any type                           ,JA70003000,3203919,,13580.7238,507.7656,,
C20103,2016072701.0,2016,Person,2016-C20103,11.9,2016 ROLLOVER,2016-07-27Z,2016-08-03Z,,Non-corrected ground GPS                          ,JA70003000,3203920,,119155.1515,1853.3978,,
C50220,2015082701.0,2015,Person,2015-C50220,11.8,2015 ROLLOVER,2015-08-27Z,2015-08-28Z,,OZIX,JA70003000,3203554,,118686.7719,1683.7517,,
C50253,2016033101.0,2015,Person,2015-C50253,2.5,2015 ROLLOVER,2016-03-31Z,2016-05-30Z,,Non-corrected ground GPS                          ,JA70003000,3203555,,25699.7638,1857.667,,
C10017,2015041701.0,2015,Person,2015-C10017,2.6,2015 ROLLOVER,2015-04-17Z,2015-05-04Z,,OZIX,JA70003000,3203508,,26181.9155,888.2249,,
C10038,2015051501.0,2015,Lightning,2015-C10038,164.2,2015 ROLLOVER,2015-05-15Z,2015-05-19Z,,OZIX,JA70003000,3203509,,1642406.6928,8385.1415,,
C10185,2015073101.0,2015,Lightning,2015-C10185,1.0,2015 ROLLOVER,2015-07-31Z,2015-08-11Z,,OZIX,JA70003000,3203510,,10422.5541,566.7457,,
C10248,2016032601.0,2015,Person,2015-C10248,2.4,2015 ROLLOVER,2016-03-26Z,2016-04-26Z,,Non-corrected ground GPS                          ,JA70003000,3203511,,24017.3857,902.6624,,
C20001,2015073001.0,2015,Person,2015-C20001,37.9,2015 ROLLOVER,2015-07-30Z,2015-07-31Z,,OZIX,JA70003000,3203512,,379304.6303,3327.8067,,
C20002,2015040701.0,2015,Person,2015-C20002,2.4,2015 ROLLOVER,2015-04-07Z,2015-08-13Z,,OZIX,JA70003000,3203513,,24457.7563,1297.218,,
C20006,2015040901.0,2015,Person,2015-C20006,349.7,2015 ROLLOVER,2015-04-09Z,2015-04-14Z,,OZIX,JA70003000,3203514,,3497209.0257,13979.2413,,
C20096,2015061101.0,2015,Person,2015-C20096,2.0,2015 ROLLOVER,2015-06-11Z,2015-06-22Z,,OZIX,JA70003000,3203515,,20103.1415,856.9327,,
C20111,2015063001.0,2015,Lightning,2015-C20111,24.6,2015 ROLLOVER,2015-06-30Z,2015-07-03Z,,OZIX,JA70003000,3203516,,246221.8411,2824.514,,
C20147,2015071101.0,2015,Lightning,2015-C20147,636.9,2015 ROLLOVER,2015-07-11Z,2015-07-13Z,,OZIX,JA70003000,3203517,,6369519.837,10829.2236,,
C20197,2015080901.0,2015,Lightning,2015-C20197,1.2,2015 ROLLOVER,2015-08-09Z,2015-08-14Z,,OZIX,JA70003000,3203518,,12862.8586,456.8455,,
C20217,2015082001.0,2015,Person,2015-C20217,33.3,2015 ROLLOVER,2015-08-20Z,2015-09-03Z,,OZIX,JA70003000,3203519,,333299.2782,4203.0488,,
C20241,2016031901.0,2015,Person,2015-C20241,5.0,2015 ROLLOVER,2016-03-19Z,2016-05-20Z,,Non-corrected ground GPS,JA70003000,3203520,,50222.0408,1217.8607,,
C20246,2016032401.0,2015,Person,2015-C20246,13.0,2015 ROLLOVER,2016-03-24Z,2016-04-26Z,,Non-corrected ground GPS                          ,JA70003000,3203521,,130796.1008,2045.5808,,
C30085,2015060202.0,2015,Lightning,2015-C30085,3.2,2015 ROLLOVER,2015-06-02Z,2015-09-24Z,,Non-corrected ground GPS                          ,JA70003000,3203522,,32693.8952,1115.5875,,
C30141,2015070601.0,2015,Lightning,2015-C30141,2.2,2015 ROLLOVER,2015-07-06Z,2015-08-31Z,,OZIX,JA70003000,3203523,,22794.5978,958.4422,,
C30225,2015083001.0,2015,Person,2015-C30225,1.4,2015 ROLLOVER,2015-08-30Z,2015-09-01Z,,OZIX,JA70003000,3203524,,14036.3906,469.6107,,
C40004,2015050101.0,2015,Person,2015-C40004,7.5,2015 ROLLOVER,2015-05-01Z,2015-05-12Z,,OZIX,JA70003000,3203525,,75624.1548,1428.1734,,
C40010,2015041201.0,2015,Person,2015-C40010,3.7,2015 ROLLOVER,2015-04-12Z,2015-05-22Z,,OZIX,JA70003000,3203526,,37535.1668,1491.5851,,
C40011,2015041301.0,2015,Person,2015-C40011,1.8,2015 ROLLOVER,2015-04-13Z,2015-08-24Z,,OZIX,JA70003000,3203527,,18481.3462,620.5719,,
C40058,2015052201.0,2015,Lightning,2015-C40058,1.3,2015 ROLLOVER,2015-05-22Z,2015-06-01Z,,OZIX,JA70003000,3203528,,13819.7359,575.1426,,
C40086,2015060201.0,2015,Lightning,2015-C40086,3.8,2015 ROLLOVER,2015-06-02Z,2015-07-25Z,,OZIX,JA70003000,3203529,,38384.6103,1074.0584,,
C40125,2015070301.0,2015,Lightning,2015-C40125,0.8,2015 ROLLOVER,2015-07-03Z,2015-07-15Z,,OZIX,JA70003000,3203530,,8453.0668,460.2795,,
C40144,2015072701.0,2015,Person,2015-C40144,0.9,2015 ROLLOVER,2015-07-27Z,2015-08-21Z,,OZIX,JA70003000,3203531,,9112.1322,434.8878,,
C40242,2016080801.0,2015,Person,2015-C40242,2.4,BCWS - Shelly Harnden,2016-03-21Z,2016-08-08Z,,GPS + Hand Sketch,JA70003000,3203532,,24094.3579,1009.8899,,
C50005,2015040801.0,2015,Person,2015-C50005,2.1,2015 ROLLOVER,2015-04-08Z,2015-09-03Z,,OZIX,JA70003000,3203533,,21115.4744,712.4476,,
C50008,2015081101.0,2015,Person,2015-C50008,9.3,2015 ROLLOVER,2015-08-11Z,2015-08-11Z,,OZIX,JA70003000,3203534,,93125.3825,2055.8703,,
C50013,2015041502.0,2015,Person,2015-C50013,7.7,2015 ROLLOVER,2015-04-15Z,2015-09-25Z,,Non-corrected ground GPS                          ,JA70003000,3203535,,77761.9148,1791.3313,,
C50014,2015041601.0,2015,Person,2015-C50014,29.7,2015 ROLLOVER,2015-04-16Z,2015-05-04Z,,OZIX,JA70003000,3203536,,297532.1126,2199.4512,,
C50018,2015041701.0,2015,Person,2015-C50018,5.7,2015 ROLLOVER,2015-04-17Z,2015-09-03Z,,OZIX,JA70003000,3203537,,57052.311,1487.9304,,
C50019,2015042101.0,2015,Person,2015-C50019,1.3,2015 ROLLOVER,2015-04-21Z,2015-06-12Z,,OZIX,JA70003000,3203538,,13150.2272,585.4004,,
C50020,2015042801.0,2015,Person,2015-C50020,1.2,2015 ROLLOVER,2015-04-28Z,2015-05-08Z,,OZIX,JA70003000,3203539,,12586.0976,607.3605,,
C50024,2015042901.0,2015,Person,2015-C50024,2.4,2015 ROLLOVER,2015-04-29Z,2015-05-11Z,,OZIX,JA70003000,3203540,,24966.636,737.3818,,
C50025,2015050402.0,2015,Person,2015-C50025,1.0,2015 ROLLOVER,2015-05-04Z,2015-06-12Z,,OZIX,JA70003000,3203541,,10145.0322,706.0344,,
C50026,2015050301.0,2015,Person,2015-C50026,22.6,2015 ROLLOVER,2015-06-23Z,2015-06-23Z,,OZIX,JA70003000,3203542,,226775.95,2999.9284,,
C50031,2015050701.0,2015,Person,2015-C50031,4.7,2015 ROLLOVER,2015-05-07Z,2015-09-22Z,,Non-corrected ground GPS                          ,JA70003000,3203543,,47139.3098,1137.5475,,
C50044,2015051601.0,2015,Lightning,2015-C50044,2.9,2015 ROLLOVER,2015-05-16Z,2015-07-15Z,,OZIX,JA70003000,3203544,,29288.0915,1349.0154,,
C50047,2015052001.0,2015,Person,2015-C50047,11.1,2015 ROLLOVER,2015-05-20Z,2015-09-25Z,,Non-corrected ground GPS                          ,JA70003000,3203545,,111025.6481,3261.5507,,
C50052,2015052101.0,2015,Lightning,2015-C50052,1.4,2015 ROLLOVER,2015-05-21Z,2015-06-12Z,,OZIX,JA70003000,3203546,,14531.9715,668.323,,
C50122,2015070201.0,2015,Lightning,2015-C50122,3.0,2015 ROLLOVER,2015-07-02Z,2015-08-14Z,,OZIX,JA70003000,3203547,,30217.6077,771.8826,,
C50126,2015070301.0,2015,Lightning,2015-C50126,2.4,2015 ROLLOVER,2015-07-03Z,2015-07-16Z,,OZIX,JA70003000,3203548,,24911.2363,606.3854,,
C50146,2015072101.0,2015,Person,2015-C50146,8078.2,2015 ROLLOVER,2015-07-21Z,2015-07-22Z,,OZIX,JA70003000,3203549,,80782917.4443,67089.5811,,
C50194,2015080701.0,2015,Lightning,2015-C50194,1.8,2015 ROLLOVER,2015-08-07Z,2015-08-17Z,,OZIX,JA70003000,3203550,,18607.3537,760.3921,,
C50208,2015081901.0,2015,Lightning,2015-C50208,1.1,2015 ROLLOVER,2015-08-19Z,2015-08-21Z,,OZIX,JA70003000,3203551,,11557.2579,407.5729,,
C50210,2015081801.0,2015,Lightning,2015-C50210,7.7,2015 ROLLOVER,2015-08-18Z,2015-09-04Z,,OZIX,JA70003000,3203552,,77851.6073,1297.1356,,
C50219,2015091001.0,2015,Lightning,2015-C50219,377.0,2015 ROLLOVER,2015-09-10Z,2015-09-25Z,,Non-corrected airborne GPS                        ,JA70003000,3203553,,3770362.6014,8905.3972,,
C41848,2018081901.0,2018,Lightning,2018-C41848,168.3,2018 ROLLOVER,2018-08-19Z,2018-08-20Z,,Non-corrected airborne GPS                        ,JA70003000,3204524,,1683369.4449,7491.1652,,
C41854,2018082101.0,2018,Lightning,2018-C41854,25.9,2018 ROLLOVER,2018-08-21Z,2018-08-21Z,,Non-corrected airborne GPS                        ,JA70003000,3204525,,259090.7584,2785.017,,
C42133,2018081401.0,2018,Lightning,2018-C42133,11.9,2018 ROLLOVER,2018-08-14Z,2018-08-14Z,,Non-corrected ground GPS                          ,JA70003000,3204526,,119273.872,1612.2732,,
C42138,2018081901.0,2018,Lightning,2018-C42138,587.7,2018 ROLLOVER,2018-08-19Z,2018-08-20Z,,Non-corrected airborne GPS                        ,JA70003000,3204527,,5877533.2889,11613.3654,,
C42202,2018091201.0,2018,Lightning,2018-C42202,1.0,2018 ROLLOVER,2018-09-12Z,2018-09-13Z,,Hand sketch of any type                           ,JA70003000,3204528,,10342.4596,407.6997,,
C42224,2018082001.0,2018,Lightning,2018-C42224,92.5,2018 ROLLOVER,2018-08-20Z,2018-08-21Z,,Non-corrected airborne GPS                        ,JA70003000,3204529,,925003.7354,3876.2575,,
C42260,2018080601.0,2018,Lightning,2018-C42260,1.4,2018 ROLLOVER,2018-08-06Z,2018-09-13Z,,Corrected ground GPS                              ,JA70003000,3204530,,14753.1555,821.6756,,
C42290,2018081101.0,2018,Lightning,2018-C42290,1.1,2018 ROLLOVER,2018-08-11Z,2018-09-08Z,,Non-corrected ground GPS                          ,JA70003000,3204531,,11507.5976,618.9453,,
C42324,2018081401.0,2018,Lightning,2018-C42324,646.3,2018 ROLLOVER,2018-08-14Z,2018-08-15Z,,Unknown                                           ,JA70003000,3204532,,6463229.0793,14600.5972,,
C42331,2018081302.0,2018,Lightning,2018-C42331,243.8,2018 ROLLOVER,2018-08-13Z,2018-08-13Z,,Non-corrected airborne GPS                        ,JA70003000,3204533,,2438093.8024,8295.9724,,
C42357,2018081901.0,2018,Lightning,2018-C42357,51.1,2018 ROLLOVER,2018-08-19Z,2018-08-20Z,,Non-corrected airborne GPS                        ,JA70003000,3204534,,511149.6203,2642.513,,
C42358,2018082001.0,2018,Lightning,2018-C42358,597.0,2018 ROLLOVER,2018-08-20Z,2018-08-20Z,,Non-corrected airborne GPS                        ,JA70003000,3204535,,5970703.8772,16482.7059,,
C42363,2018081301.0,2018,Lightning,2018-C42363,15.7,2018 ROLLOVER,2018-08-13Z,2018-08-14Z,,Unknown                                           ,JA70003000,3204536,,157316.375,1892.3393,,
C51925,2018080501.0,2018,Lightning,2018-C51925,122.6,2018 ROLLOVER,2018-08-05Z,2018-08-09Z,,Non-corrected airborne GPS                        ,JA70003000,3204548,,1226602.1079,6035.5649,,
C52032,2018080201.0,2018,Lightning,2018-C52032,4.6,2018 ROLLOVER,2018-08-02Z,2018-08-03Z,,Non-corrected ground GPS                          ,JA70003000,3204549,,46639.7918,834.4504,,
C42393,2018082001.0,2018,Lightning,2018-C42393,346.4,2018 ROLLOVER,2018-08-20Z,2018-08-20Z,,Non-corrected airborne GPS                        ,JA70003000,3204537,,3464429.5877,7745.4565,,
C42411,2018081201.0,2018,Lightning,2018-C42411,14.5,2018 ROLLOVER,2018-08-12Z,2018-08-13Z,,Non-corrected ground GPS                          ,JA70003000,3204538,,145784.5016,1902.4628,,
C42610,2018082001.0,2018,Lightning,2018-C42610,111.2,2018 ROLLOVER,2018-08-20Z,2018-08-20Z,,Non-corrected airborne GPS                        ,JA70003000,3204539,,1112989.0256,4514.57,,
C10018,2018041901.0,2018,Person,2018-C10018,8.9,2018 ROLLOVER,2018-04-19Z,2018-06-07Z,,Non-corrected ground GPS                          ,JA70003000,3204472,,89817.4115,1480.4504,,
C10627,2018062801.0,2018,Lightning,2018-C10627,42.9,2018 ROLLOVER,2018-06-28Z,2018-07-05Z,,Non-corrected ground GPS                          ,JA70003000,3204473,,429492.4403,3989.0382,,
C10705,2018072701.0,2018,Lightning,2018-C10705,9.4,2018 ROLLOVER,2018-07-27Z,2018-07-06Z,,Non-corrected ground GPS                          ,JA70003000,3204474,,94070.1139,1329.7105,,
C10782,2018062501.0,2018,Lightning,2018-C10782,143.9,2018 ROLLOVER,2018-06-25Z,2018-06-27Z,,Non-corrected ground GPS                          ,JA70003000,3204475,,1439852.1071,6707.1675,,
C50839,2018062401.0,2018,Person,2018-C50839,91.4,2018 ROLLOVER,2018-06-24Z,2018-06-25Z,,Non-corrected ground GPS                          ,JA70003000,3204544,,914243.1395,6559.0259,,
C51288,2018072301.0,2018,Lightning,2018-C51288,55.2,2018 ROLLOVER,2018-07-23Z,2018-07-23Z,,Non-corrected ground GPS                          ,JA70003000,3204545,,552415.4835,3047.5648,,
C51752,2018080701.0,2018,Lightning,2018-C51752,52.0,2018 ROLLOVER,2018-08-07Z,2018-08-09Z,,Non-corrected airborne GPS                        ,JA70003000,3204546,,520489.3055,4068.1192,,
C51908,2018083101.0,2018,Lightning,2018-C51908,3.9,2018 ROLLOVER,2018-08-31Z,2018-10-04Z,,Non-corrected ground GPS                          ,JA70003000,3204547,,39220.9889,839.5673,,
C11471,2018072701.0,2018,Lightning,2018-C11471,5.0,2018 ROLLOVER,2018-07-27Z,2018-07-27Z,,Non-corrected ground GPS                          ,JA70003000,3204476,,50973.8503,986.4122,,
C11819,2018081601.0,2018,Lightning,2018-C11819,79.7,2018 ROLLOVER,2018-08-16Z,2018-08-16Z,,Non-corrected airborne GPS                        ,JA70003000,3204477,,797148.6443,4064.5725,,
C11837,2018090801.0,2018,Lightning,2018-C11837,12320.6,2018 ROLLOVER,2018-09-08Z,2018-09-10Z,,Non-corrected airborne GPS                        ,JA70003000,3204478,,123206956.817,79623.0707,,
C11853,2018081601.0,2018,Lightning,2018-C11853,13.6,2018 ROLLOVER,2018-08-16Z,2018-08-16Z,,Non-corrected airborne GPS                        ,JA70003000,3204479,,136884.7485,1991.8737,,
C11937,2018090301.0,2018,Lightning,2018-C11937,13433.1,2018 ROLLOVER,2018-09-03Z,2018-09-03Z,,Non-corrected airborne GPS                        ,JA70003000,3204480,,134331988.4649,72085.5404,,
