FIRE_NUMBER,VERSION_NUMBER,FIRE_YEAR,FIRE_CAUSE,FIRE_LABEL,FIRE_SIZE_HECTARES,SOURCE,GPS_TRACK_DATE,LOAD_DATE,FIRE_DATE,CREATION_METHOD,FEATURE_CODE,OBJECTID,SE_ANNO_CAD_DATA,FEATURE_AREA_SQM,FEATURE_LENGTH_M,MONTH,MONTH_NAME
C51919,2023072101.0,2023,Lightning,2023-C51919,26.5,2023 ROLLOVER,2023-07-21Z,2023-07-22Z,,Non-corrected ground GPS,JA70003000,3206338,,265228.1916,2651.5382,,
C51944,2023072101.0,2023,Lightning,2023-C51944,1.8,2023 ROLLOVER,2023-07-21Z,2023-10-10Z,,Non-corrected ground GPS,JA70003000,3206339,,18200.3271,576.4663,,
C51974,2023072501.0,2023,Lightning,2023-C51974,1306.4,2023 ROLLOVER,2023-07-25Z,2023-07-25Z,,Non-corrected airborne GPS,JA70003000,3206340,,13063578.5489,19876.1777,,
C51976,2023070401.0,2023,Lightning,2023-C51976,10.5,2023 ROLLOVER,2023-07-04Z,2023-10-23Z,,Non-corrected ground GPS,JA70003000,3206341,,105003.1693,2013.0762,,
C51981,2023072902.0,2023,Lightning,2023-C51981,1406.5,2023 ROLLOVER,2023-07-29Z,2023-08-04Z,,Non-corrected ground GPS,JA70003000,3206342,,14065254.9724,29553.0047,,
C10382,2023052002.0,2023,Lightning,2023-C10382,74.3,2023 ROLLOVER,2023-05-20Z,2023-06-02Z,,Non-corrected airborne GPS,JA70003000,3206261,,742829.5697,5715.1668,,
C10395,2023051901.0,2023,Lightning,2023-C10395,19.0,2023 ROLLOVER,2023-05-19Z,2023-05-23Z,,Non-corrected ground GPS,JA70003000,3206262,,189767.9755,3535.9554,,
C10431,2023052401.0,2023,Lightning,2023-C10431,75.0,2023 ROLLOVER,2023-05-24Z,2023-06-07Z,,Non-corrected ground GPS,JA70003000,3206263,,749536.8215,7975.9791,,
C10439,2023052201.0,2023,Lightning,2023-C10439,1.2,2023 ROLLOVER,2023-05-22Z,2023-06-14Z,,Non-corrected ground GPS,JA70003000,3206264,,11996.0858,539.6686,,
C11243,2023072301.0,2023,Lightning,2023-C11243,1297.6,2023 ROLLOVER,2023-07-23Z,2023-07-23Z,,Non-corrected ground GPS,JA70003000,3206265,,12976019.9663,30777.7755,,
C11290,2023071601.0,2023,Lightning,2023-C11290,2784.7,2023 ROLLOVER,2023-07-16Z,2023-07-16Z,,Non-corrected ground GPS,JA70003000,3206266,,27846836.4042,27453.394,,
C11308,2023070901.0,2023,Lightning,2023-C11308,11.0,2023 ROLLOVER,2023-07-09Z,2023-09-06Z,,Non-corrected ground GPS,JA70003000,3206267,,109908.042,1742.9322,,
C52111,2023072201.0,2023,Lightning,2023-C52111,2.5,2023 ROLLOVER,2023-07-22Z,2023-10-10Z,,Non-corrected ground GPS,JA70003000,3206343,,24654.5079,786.0201,,
C52978,2023091801.0,2023,Lightning,2023-C52978,16668.1,2023 ROLLOVER,2023-09-18Z,2023-09-18Z,,Non-corrected airborne GPS,JA70003000,3206344,,166680790.8191,89707.4679,,
C53002,2023090301.0,2023,Person,2023-C53002,1298.9,2023 ROLLOVER,2023-09-03Z,2023-09-03Z,,Non-corrected ground GPS,JA70003000,3206345,,12989388.238,19808.1282,,
C53478,2023120501.0,2023,Person,2023-C53478,28.4,2023 ROLLOVER,2023-12-05Z,2023-12-06Z,,Non-corrected ground GPS,JA70003000,3206346,,284209.5233,5873.0646,,
C11319,2023071701.0,2023,Lightning,2023-C11319,339.3,2023 ROLLOVER,2023-07-17Z,2023-07-17Z,,Non-corrected airborne GPS,JA70003000,3206268,,3392736.3605,10509.7824,,
C11321,2023071701.0,2023,Lightning,2023-C11321,32.0,2023 ROLLOVER,2023-07-17Z,2023-07-17Z,,Non-corrected airborne GPS,JA70003000,3206269,,319726.4071,2596.5009,,
C11326,2023071201.0,2023,Lightning,2023-C11326,35.8,2023 ROLLOVER,2023-07-12Z,2023-07-12Z,,Non-corrected airborne GPS,JA70003000,3206270,,357549.0906,2293.8274,,
C11328,2023071201.0,2023,Lightning,2023-C11328,5.0,2023 ROLLOVER,2023-07-12Z,2023-07-12Z,,Non-corrected airborne GPS,JA70003000,3206271,,49627.8526,1141.6071,,
C11405,2023071701.0,2023,Lightning,2023-C11405,1282.4,2023 ROLLOVER,2023-07-17Z,2023-07-17Z,,Non-corrected airborne GPS,JA70003000,3206272,,12824262.0864,15169.8629,,
C11437,2023080202.0,2023,Lightning,2023-C11437,4422.1,2023 ROLLOVER,2023-08-02Z,2023-08-02Z,,Non-corrected ground GPS,JA70003000,3206273,,44220628.5604,44366.4191,,
C11458,2023071501.0,2023,Lightning,2023-C11458,27.9,2023 ROLLOVER,2023-07-15Z,2023-07-16Z,,Derived from satellite imagery,JA70003000,3206274,,279010.4377,2324.8398,,
C11489,2023071401.0,2023,Lightning,2023-C11489,13.4,2023 ROLLOVER,2023-07-14Z,2023-07-31Z,,Non-corrected ground GPS,JA70003000,3206275,,133647.4915,2248.2164,,
C11499,2023080301.0,2023,Lightning,2023-C11499,7864.0,2023 ROLLOVER,2023-08-03Z,2023-08-03Z,,Non-corrected ground GPS,JA70003000,3206276,,78639632.7793,75448.0269,,
C11892,2023072201.0,2023,Lightning,2023-C11892,341.9,2023 ROLLOVER,2023-07-22Z,2023-07-22Z,,Non-corrected airborne GPS,JA70003000,3206277,,3418894.8681,8873.3289,,
C11914,2023072101.0,2023,Lightning,2023-C11914,1.6,2023 ROLLOVER,2023-07-21Z,2023-07-31Z,,Non-corrected ground GPS,JA70003000,3206278,,15679.4515,684.4227,,
C12135,2023073001.0,2023,Lightning,2023-C12135,251.9,2023 ROLLOVER,2023-07-30Z,2023-07-30Z,,Hand sketch of any type,JA70003000,3206279,,2518645.3803,10990.8435,,
C12204,2023112101.0,2023,Lightning,2023-C12204,0.7,2023 ROLLOVER,2023-11-21Z,2023-11-21Z,,Digitized other,JA70003000,3206280,,7344.5416,439.1985,,
C13305,2023101701.0,2023,Person,2023-C13305,10.4,2023 ROLLOVER,2023-10-17Z,2023-10-17Z,,Non-corrected ground GPS,JA70003000,3206281,,104389.8837,2850.6762,,
C20082,2023101001.0,2023,Person,2023-C20082,17.1,2023 ROLLOVER,2023-10-10Z,2023-10-10Z,,Hand sketch of any type,JA70003000,3206282,,171012.9049,2104.4481,,
C20093,2023042701.0,2023,Person,2023-C20093,105.2,2023 ROLLOVER,2023-04-27Z,2023-05-09Z,,Digitized other,JA70003000,3206283,,1051819.7698,7476.6473,,
C20095,2023042701.0,2023,Person,2023-C20095,4.9,2023 ROLLOVER,2023-04-27Z,2023-07-10Z,,Non-corrected ground GPS,JA70003000,3206284,,49151.9211,1252.6907,,
C20133,2023042901.0,2023,Person,2023-C20133,2.1,2023 ROLLOVER,2023-04-29Z,2023-05-09Z,,Non-corrected ground GPS,JA70003000,3206285,,21010.5816,889.7031,,
C21329,2023070801.0,2023,Lightning,2023-C21329,1.0,2023 ROLLOVER,2023-07-08Z,2023-09-18Z,,Non-corrected ground GPS,JA70003000,3206286,,10036.5708,563.0617,,
C21501,2023071101.0,2023,Lightning,2023-C21501,1.1,2023 ROLLOVER,2023-07-11Z,2024-01-11Z,,Unknown,JA70003000,3206287,,10828.0312,447.594,,
C52802,2022120801.0,2022,Person,2022-C52802,61.3,2022 ROLLOVER,2022-12-08Z,2022-12-08Z,,Hand sketch of any type,JA70003000,3205918,,613147.0994,4496.5176,,
C10011,2022040601.0,2022,Person,2022-C10011,1.4,2022 ROLLOVER,2022-04-06Z,2022-04-07Z,,Hand sketch of any type,JA70003000,3205869,,14279.6836,754.8021,,
C11301,2022081701.0,2022,Lightning,2022-C11301,5.6,2022 ROLLOVER,2022-08-17Z,2022-10-11Z,,Non-corrected ground GPS,JA70003000,3205870,,55992.5364,1272.9435,,
C11363,2022081401.0,2022,Lightning,2022-C11363,2.8,2022 ROLLOVER,2022-08-14Z,2022-08-23Z,,Non-corrected ground GPS,JA70003000,3205871,,27884.3956,743.858,,
C20012,2022040701.0,2022,Person,2022-C20012,1.6,2022 ROLLOVER,2022-04-07Z,2022-04-12Z,,Hand sketch of any type,JA70003000,3205872,,15837.2907,808.7841,,
C20043,2022041201.0,2022,Person,2022-C20043,2.1,2022 ROLLOVER,2022-04-12Z,2022-06-20Z,,Non-corrected ground GPS,JA70003000,3205873,,21284.6898,1779.2364,,
C20073,2022041701.0,2022,Person,2022-C20073,3.3,2022 ROLLOVER,2022-04-17Z,2022-09-26Z,,Non-corrected ground GPS,JA70003000,3205874,,32744.3607,2106.8106,,
C20103,2022042301.0,2022,Person,2022-C20103,3.2,2022 ROLLOVER,2022-04-23Z,2022-06-10Z,,Non-corrected ground GPS,JA70003000,3205875,,32460.2286,1043.3687,,
C20104,2022042501.0,2022,Person,2022-C20104,23.0,2022 ROLLOVER,2022-04-25Z,2022-05-03Z,,Non-corrected ground GPS,JA70003000,3205876,,229771.2279,5741.1395,,
C20110,2022042401.0,2022,Person,2022-C20110,6.6,2022 ROLLOVER,2022-04-24Z,2022-06-13Z,,Non-corrected ground GPS,JA70003000,3205877,,65952.2722,1727.4544,,
C20269,2022060401.0,2022,Lightning,2022-C20269,1.8,2022 ROLLOVER,2022-06-04Z,2022-10-06Z,,Non-corrected ground GPS,JA70003000,3205878,,17583.0514,955.4763,,
C20973,2022080201.0,2022,Lightning,2022-C20973,15.0,2022 ROLLOVER,2022-08-02Z,2022-08-02Z,,Non-corrected ground GPS,JA70003000,3205879,,149505.8922,1956.6533,,
C21590,2022082001.0,2022,Lightning,2022-C21590,1.9,2022 ROLLOVER,2022-08-20Z,2022-08-22Z,,Non-corrected ground GPS,JA70003000,3205880,,18553.3908,991.7484,,
C22320,2022090801.0,2022,Lightning,2022-C22320,10.9,2022 ROLLOVER,2022-09-08Z,2022-09-09Z,,Non-corrected airborne GPS,JA70003000,3205881,,108503.8012,1779.4911,,
C22435,2022091301.0,2022,Person,2022-C22435,1.8,2022 ROLLOVER,2022-09-13Z,2022-10-20Z,,Non-corrected ground GPS,JA70003000,3205882,,17989.991,596.0207,,
C22508,2022092601.0,2022,Person,2022-C22508,2.4,2022 ROLLOVER,2022-09-26Z,2022-09-27Z,,Non-corrected ground GPS,JA70003000,3205883,,24151.2753,782.2201,,
C31930,2022092201.0,2022,Lightning,2022-C31930,77.3,2022 ROLLOVER,2022-09-22Z,2022-11-07Z,,Derived from satellite imagery,JA70003000,3205884,,773197.5454,4071.1309,,
C31974,2022090901.0,2022,Lightning,2022-C31974,1.0,2022 ROLLOVER,2022-09-09Z,2022-10-14Z,,Non-corrected airborne GPS,JA70003000,3205885,,10264.5236,408.8401,,
C31977,2022090901.0,2022,Lightning,2022-C31977,1.9,2022 ROLLOVER,2022-09-09Z,2022-10-14Z,,Non-corrected airborne GPS,JA70003000,3205886,,18689.9488,596.1928,,
C32732,2022101802.0,2022,Person,2022-C32732,6.2,2022 ROLLOVER,2022-10-18Z,2022-10-19Z,,Non-corrected ground GPS,JA70003000,3205887,,62392.3779,1180.2129,,
C40075,2022041801.0,2022,Person,2022-C40075,23.7,2022 ROLLOVER,2022-04-18Z,2022-04-22Z,,Non-corrected ground GPS,JA70003000,3205888,,237411.4285,2464.4256,,
C40845,2022080801.0,2022,Lightning,2022-C40845,42.9,2022 ROLLOVER,2022-08-08Z,2022-08-09Z,,Digitized other,JA70003000,3205889,,429385.199,2884.7403,,
C40996,2022080501.0,2022,Lightning,2022-C40996,3.4,2022 ROLLOVER,2022-08-05Z,2022-08-09Z,,Non-corrected ground GPS,JA70003000,3205890,,34277.6561,739.4374,,
C41031,2022080401.0,2022,Lightning,2022-C41031,2.4,2022 ROLLOVER,2022-08-04Z,2022-08-10Z,,Non-corrected ground GPS,JA70003000,3205891,,23833.2371,717.0107,,
C41471,2022081601.0,2022,Lightning,2022-C41471,20.1,2022 ROLLOVER,2022-08-16Z,2022-08-29Z,,Non-corrected ground GPS,JA70003000,3205892,,200587.9003,2513.4884,,
C41547,2022081901.0,2022,Lightning,2022-C41547,34.7,2022 ROLLOVER,2022-08-19Z,2022-08-24Z,,Non-corrected ground GPS,JA70003000,3205893,,346619.0803,2624.1944,,
C41558,2022102501.0,2022,Lightning,2022-C41558,5.8,2022 ROLLOVER,2022-10-25Z,2022-10-25Z,,Non-corrected ground GPS,JA70003000,3205894,,57933.719,953.1525,,
C41573,2022102101.0,2022,Lightning,2022-C41573,3.8,2022 ROLLOVER,2022-10-21Z,2022-10-21Z,,Non-corrected ground GPS,JA70003000,3205895,,38429.5329,772.0746,,
C41740,2022102101.0,2022,Lightning,2022-C41740,2.0,2022 ROLLOVER,2022-10-21Z,2022-10-21Z,,Non-corrected ground GPS,JA70003000,3205896,,19969.153,572.6763,,
C50002,2022040201.0,2022,Person,2022-C50002,10.8,2022 ROLLOVER,2022-04-02Z,2022-09-13Z,,Non-corrected ground GPS,JA70003000,3205897,,107541.8828,1859.2343,,
C50014,2022081701.0,2022,Person,2022-C50014,7.5,2022 ROLLOVER,2022-08-17Z,2022-08-25Z,,Non-corrected ground GPS,JA70003000,3205898,,74692.4963,1860.8049,,
C50024,2022041001.0,2022,Person,2022-C50024,2.7,2022 ROLLOVER,2022-04-10Z,2022-06-17Z,,Non-corrected ground GPS,JA70003000,3205899,,26823.3477,1128.1085,,
C50044,2022041201.0,2022,Person,2022-C50044,1.1,2022 ROLLOVER,2022-04-12Z,2022-09-28Z,,Non-corrected ground GPS,JA70003000,3205900,,11220.4906,848.0523,,
C50056,2022042502.0,2022,Person,2022-C50056,7.0,2022 ROLLOVER,2022-04-25Z,2022-05-02Z,,Hand sketch of any type,JA70003000,3205901,,70157.8634,1243.169,,
C50057,2022041502.0,2022,Person,2022-C50057,6.3,2022 ROLLOVER,2022-04-15Z,2022-09-28Z,,Non-corrected ground GPS,JA70003000,3205902,,62785.0516,1261.945,,
C50071,2022041701.0,2022,Person,2022-C50071,0.5,2022 ROLLOVER,2022-04-17Z,2022-09-28Z,,Non-corrected ground GPS,JA70003000,3205903,,5457.1433,380.2253,,
C50081,2022042501.0,2022,Person,2022-C50081,34.2,2022 ROLLOVER,2022-04-25Z,2022-04-27Z,,Hand sketch of any type,JA70003000,3205904,,341620.0053,7466.8618,,
C50142,2022050201.0,2022,Person,2022-C50142,3.5,2022 ROLLOVER,2022-05-02Z,2022-06-13Z,,Non-corrected ground GPS,JA70003000,3205905,,35181.5306,1165.7772,,
C50155,2022053001.0,2022,Person,2022-C50155,6.5,2022 ROLLOVER,2022-05-30Z,2022-08-10Z,,Non-corrected ground GPS,JA70003000,3205906,,64716.1127,1494.3077,,
C50189,2022052001.0,2022,Person,2022-C50189,92.2,2022 ROLLOVER,2022-05-20Z,2022-05-25Z,,Non-corrected airborne GPS,JA70003000,3205907,,922306.0275,5734.5151,,
C51574,2022082001.0,2022,Lightning,2022-C51574,3.8,2022 ROLLOVER,2022-08-20Z,2022-09-09Z,,Non-corrected ground GPS,JA70003000,3205908,,37615.7073,1242.7146,,
C51681,2022082301.0,2022,Lightning,2022-C51681,3.0,2022 ROLLOVER,2022-08-23Z,2022-10-05Z,,Non-corrected ground GPS,JA70003000,3205909,,29722.1536,856.2947,,
C52039,2022082701.0,2022,Lightning,2022-C52039,7.5,2022 ROLLOVER,2022-08-27Z,2022-09-26Z,,Non-corrected ground GPS,JA70003000,3205910,,74594.8831,1708.6277,,
C52233,2022090901.0,2022,Person,2022-C52233,2.1,2022 ROLLOVER,2022-09-09Z,2022-10-19Z,,Derived from satellite imagery,JA70003000,3205911,,20728.038,671.7008,,
C52467,2022090901.0,2022,Lightning,2022-C52467,3.7,2022 ROLLOVER,2022-09-09Z,2022-10-18Z,,Non-corrected ground GPS,JA70003000,3205912,,37189.8038,969.774,,
C52512,2022101801.0,2022,Lightning,2022-C52512,172.2,2022 ROLLOVER,2022-10-18Z,2022-10-19Z,,Derived from satellite imagery,JA70003000,3205913,,1722277.9594,10741.9131,,
C52638,2022100901.0,2022,Person,2022-C52638,2.7,2022 ROLLOVER,2022-10-09Z,2022-10-19Z,,Non-corrected ground GPS,JA70003000,3205914,,26845.8422,695.7448,,
C52648,2022102401.0,2022,Person,2022-C52648,221.5,2022 ROLLOVER,2022-10-24Z,2022-10-24Z,,Derived from satellite imagery,JA70003000,3205915,,2214526.9845,7775.7982,,
C52690,2022101201.0,2022,Person,2022-C52690,1.4,2022 ROLLOVER,2022-10-12Z,2022-10-18Z,,Non-corrected ground GPS,JA70003000,3205916,,14132.3729,642.0478,,
C52753,2022101901.0,2022,Person,2022-C52753,2.4,2022 ROLLOVER,2022-10-19Z,2022-10-20Z,,Non-corrected ground GPS,JA70003000,3205917,,23579.1915,1477.2848,,
C50476,2024061201.0,2024,Lightning,2024-C50476,4.7,2024 ROLLOVER,2024-06-12Z,2024-06-13Z,,Non-corrected ground GPS,JA70003000,3206989,,47123.3041,1161.9317,,
C51948,2024080901.0,2024,Lightning,2024-C51948,1.7,2024 ROLLOVER,2024-08-09Z,2024-08-11Z,,Non-corrected ground GPS,JA70003000,3206990,,16911.5884,754.9328,,
C51951,2024081601.0,2024,Lightning,2024-C51951,532.6,2024 ROLLOVER,2024-08-16Z,2024-08-19Z,,Non-corrected airborne GPS,JA70003000,3206991,,5325910.0188,10557.9972,,
C10084,2024042001.0,2024,Person,2024-C10084,2.3,2024 ROLLOVER,2024-04-20Z,2024-05-29Z,,Non-corrected ground GPS,JA70003000,3206934,,23184.9331,830.9584,,
C10110,2024042102.0,2024,Person,2024-C10110,2.6,2024 ROLLOVER,2024-04-21Z,2024-06-06Z,,Non-corrected ground GPS,JA70003000,3206935,,25513.2857,1205.3553,,
C10786,2024072901.0,2024,Lightning,2024-C10786,358.5,2024 ROLLOVER,2024-07-29Z,2024-07-29Z,,Hand sketch of any type,JA70003000,3206936,,3585246.4791,9483.1621,,
C10792,2024072401.0,2024,Lightning,2024-C10792,198.3,2024 ROLLOVER,2024-07-24Z,2024-07-24Z,,Non-corrected airborne GPS,JA70003000,3206937,,1982970.8276,6760.7354,,
C10795,2024071301.0,2024,Lightning,2024-C10795,65.0,2024 ROLLOVER,2024-07-13Z,2024-07-15Z,,Non-corrected airborne GPS,JA70003000,3206938,,649704.8974,6105.0977,,
C10811,2024071201.0,2024,Lightning,2024-C10811,4.7,2024 ROLLOVER,2024-07-12Z,2024-07-13Z,,Non-corrected airborne GPS,JA70003000,3206939,,47439.3569,939.7679,,
C10814,2024071401.0,2024,Lightning,2024-C10814,8.4,2024 ROLLOVER,2024-07-14Z,2024-07-28Z,,Non-corrected ground GPS,JA70003000,3206940,,84406.5149,3332.2033,,
C10815,2024071801.0,2024,Lightning,2024-C10815,18.9,2024 ROLLOVER,2024-07-18Z,2024-08-04Z,,Non-corrected ground GPS,JA70003000,3206941,,189389.7479,2870.5351,,
C10838,2024071201.0,2024,Lightning,2024-C10838,1.2,2024 ROLLOVER,2024-07-12Z,2024-09-27Z,,Non-corrected ground GPS,JA70003000,3206942,,12406.1953,808.69,,
C10840,2024071301.0,2024,Lightning,2024-C10840,124.6,2024 ROLLOVER,2024-07-13Z,2024-07-16Z,,Non-corrected airborne GPS,JA70003000,3206943,,1246337.0445,4964.514,,
C10933,2024092301.0,2024,Lightning,2024-C10933,12.4,2024 ROLLOVER,2024-09-23Z,2024-09-24Z,,Hand sketch of any type,JA70003000,3206944,,124391.8096,1480.1723,,
C11153,2024091001.0,2024,Lightning,2024-C11153,179.4,2024 ROLLOVER,2024-09-10Z,2024-09-12Z,,Non-corrected ground GPS,JA70003000,3206945,,1793646.9181,6111.7662,,
C11233,2024072401.0,2024,Lightning,2024-C11233,925.7,2024 ROLLOVER,2024-07-24Z,2024-08-04Z,,Non-corrected ground GPS,JA70003000,3206946,,9256666.4677,15964.5317,,
C11303,2024073001.0,2024,Lightning,2024-C11303,14277.1,2024 ROLLOVER,2024-07-30Z,2024-07-30Z,,Processed IR image,JA70003000,3206947,,142770776.312,96263.1644,,
C11343,2024072201.0,2024,Lightning,2024-C11343,1.4,2024 ROLLOVER,2024-07-22Z,2024-09-24Z,,Non-corrected ground GPS,JA70003000,3206948,,13523.2334,444.6719,,
C11348,2024110701.0,2024,Lightning,2024-C11348,64.9,2024 ROLLOVER,2024-11-07Z,2024-11-18Z,,Derived from satellite imagery,JA70003000,3206949,,648928.1203,5631.5128,,
C11464,2024072801.0,2024,Lightning,2024-C11464,1.3,2024 ROLLOVER,2024-07-28Z,2024-07-28Z,,Non-corrected ground GPS,JA70003000,3206950,,12688.2674,594.9128,,
C11476,2024092301.0,2024,Lightning,2024-C11476,6.1,2024 ROLLOVER,2024-09-23Z,2024-09-23Z,,Hand sketch of any type,JA70003000,3206951,,60970.0081,1655.6718,,
C11482,2024072501.0,2024,Lightning,2024-C11482,3.5,2024 ROLLOVER,2024-07-25Z,2024-07-28Z,,Non-corrected airborne GPS,JA70003000,3206952,,35124.2905,1101.0978,,
C11484,2024072501.0,2024,Lightning,2024-C11484,0.8,2024 ROLLOVER,2024-07-25Z,2024-07-28Z,,Non-corrected airborne GPS,JA70003000,3206953,,7772.7274,479.6083,,
C20056,2024041201.0,2024,Person,2024-C20056,0.8,2024 ROLLOVER,2024-04-12Z,2024-06-25Z,,Non-corrected ground GPS,JA70003000,3206954,,8098.3369,1318.0118,,
C20101,2024061401.0,2024,Lightning,2024-C20101,1.9,2024 ROLLOVER,2024-06-14Z,2024-06-14Z,,Non-corrected ground GPS,JA70003000,3206955,,18524.559,794.4596,,
C20117,2024042401.0,2024,Person,2024-C20117,1849.1,2024 ROLLOVER,2024-04-24Z,2024-04-24Z,,Non-corrected airborne GPS,JA70003000,3206956,,18491306.6731,26426.6334,,
C20118,2024042101.0,2024,Person,2024-C20118,3.7,2024 ROLLOVER,2024-04-21Z,2024-06-14Z,,Non-corrected ground GPS,JA70003000,3206957,,37394.5726,937.8754,,
C20135,2024042401.0,2024,Person,2024-C20135,2.1,2024 ROLLOVER,2024-04-24Z,2024-04-23Z,,Non-corrected ground GPS,JA70003000,3206958,,21120.3145,1211.7727,,
C21277,2024072101.0,2024,Lightning,2024-C21277,2.2,2024 ROLLOVER,2024-07-21Z,2024-09-16Z,,Non-corrected ground GPS,JA70003000,3206959,,22170.8497,1067.3506,,
C21338,2024072301.0,2024,Person,2024-C21338,37.2,2024 ROLLOVER,2024-07-23Z,2024-07-23Z,,Non-corrected ground GPS,JA70003000,3206960,,372326.9151,4047.3958,,
C21963,2024080901.0,2024,Lightning,2024-C21963,7.9,2024 ROLLOVER,2024-08-09Z,2024-09-24Z,,Non-corrected ground GPS,JA70003000,3206961,,78542.2475,1597.6505,,
C22492,2024091301.0,2024,Person,2024-C22492,82.8,Manual Update,2024-09-13Z,2025-06-09Z,,Non-corrected airborne GPS,JA70003000,3206962,,827739.4522,4188.9318,,
C30779,2024071301.0,2024,Lightning,2024-C30779,7.3,2024 ROLLOVER,2024-07-13Z,2024-07-14Z,,Non-corrected ground GPS,JA70003000,3206963,,73332.1362,2194.4961,,
C30788,2024072301.0,2024,Lightning,2024-C30788,1565.4,2024 ROLLOVER,2024-07-23Z,2024-07-23Z,,Non-corrected airborne GPS,JA70003000,3206964,,15654061.2664,36015.4888,,
C30799,2024072401.0,2024,Lightning,2024-C30799,140.6,2024 ROLLOVER,2024-07-24Z,2024-07-24Z,,Non-corrected airborne GPS,JA70003000,3206965,,1405512.4183,5294.9459,,
C30823,2024072401.0,2024,Lightning,2024-C30823,91.2,2024 ROLLOVER,2024-07-24Z,2024-07-24Z,,Non-corrected airborne GPS,JA70003000,3206966,,912075.9884,4588.3162,,
C31182,2024072301.0,2024,Lightning,2024-C31182,1379.3,2024 ROLLOVER,2024-07-23Z,2024-07-23Z,,Non-corrected airborne GPS,JA70003000,3206967,,13793420.9457,20228.366,,
C31291,2024072301.0,2024,Lightning,2024-C31291,6695.5,2024 ROLLOVER,2024-07-23Z,2024-07-23Z,,Non-corrected airborne GPS,JA70003000,3206968,,66955058.8855,40291.7979,,
C31373,2024072401.0,2024,Lightning,2024-C31373,34.8,2024 ROLLOVER,2024-07-24Z,2024-07-24Z,,Non-corrected airborne GPS,JA70003000,3206969,,348312.8159,2221.3243,,
C31478,2024072301.0,2024,Lightning,2024-C31478,82.1,2024 ROLLOVER,2024-07-23Z,2024-07-23Z,,Non-corrected airborne GPS,JA70003000,3206970,,821236.5848,5014.5964,,
C31599,2024072401.0,2024,Lightning,2024-C31599,17.4,2024 ROLLOVER,2024-07-24Z,2024-07-24Z,,Non-corrected airborne GPS,JA70003000,3206971,,173868.3039,2216.8976,,
C40013,2024040201.0,2024,Person,2024-C40013,2.6,2024 ROLLOVER,2024-04-02Z,2024-04-03Z,,Non-corrected ground GPS,JA70003000,3206972,,25615.133,972.4907,,
C40496,2024061501.0,2024,Person,2024-C40496,9.0,2024 ROLLOVER,2024-06-15Z,2024-06-15Z,,Non-corrected ground GPS,JA70003000,3206973,,90458.1299,2186.7232,,
C41350,2024073001.0,2024,Lightning,2024-C41350,161.5,2024 ROLLOVER,2024-07-30Z,2024-07-31Z,,Non-corrected airborne GPS,JA70003000,3206974,,1615339.3926,6815.5547,,
C41438,2024072401.0,2024,Lightning,2024-C41438,5.4,2024 ROLLOVER,2024-07-24Z,2024-09-13Z,,Non-corrected ground GPS,JA70003000,3206975,,54306.3072,1026.9811,,
C41440,2024080201.0,2024,Lightning,2024-C41440,260.5,2024 ROLLOVER,2024-08-02Z,2024-08-05Z,,Derived from satellite imagery,JA70003000,3206976,,2605475.389,9084.8229,,
C41452,2024072501.0,2024,Lightning,2024-C41452,32.1,2024 ROLLOVER,2024-07-25Z,2024-07-26Z,,Non-corrected airborne GPS,JA70003000,3206977,,320840.4794,2544.8133,,
C41501,2024073001.0,2024,Lightning,2024-C41501,270.9,2024 ROLLOVER,2024-07-30Z,2024-08-03Z,,Non-corrected ground GPS,JA70003000,3206978,,2708949.0058,10732.7091,,
C41504,2024072901.0,2024,Lightning,2024-C41504,3.6,2024 ROLLOVER,2024-07-29Z,2024-08-03Z,,Non-corrected ground GPS,JA70003000,3206979,,35624.1789,1053.2732,,
C41510,2024080401.0,2024,Lightning,2024-C41510,136.9,2024 ROLLOVER,2024-08-04Z,2024-08-04Z,,Derived from satellite imagery,JA70003000,3206980,,1368807.6904,7640.435,,
C42240,2024081801.0,2024,Lightning,2024-C42240,8.4,2024 ROLLOVER,2024-08-18Z,2024-09-13Z,,Non-corrected ground GPS,JA70003000,3206981,,84427.1846,1613.2592,,
C50067,2024041401.0,2024,Person,2024-C50067,2.4,2024 ROLLOVER,2024-04-14Z,2024-04-15Z,,Non-corrected ground GPS,JA70003000,3206982,,23972.6865,1029.4535,,
C50087,2024051801.0,2024,Person,2024-C50087,23.2,2024 ROLLOVER,2024-05-18Z,2024-06-10Z,,Non-corrected ground GPS,JA70003000,3206983,,231852.2924,4517.5019,,
C50115,2024042001.0,2024,Person,2024-C50115,5.0,2024 ROLLOVER,2024-04-20Z,2024-04-29Z,,Non-corrected ground GPS,JA70003000,3206984,,49814.2695,1140.4978,,
C50214,2024050401.0,2024,Person,2024-C50214,133.8,2024 ROLLOVER,2024-05-04Z,2024-05-06Z,,Non-corrected airborne GPS,JA70003000,3206985,,1337696.9573,7021.2485,,
C50248,2024051201.0,2024,Person,2024-C50248,48.1,2024 ROLLOVER,2024-05-12Z,2024-05-13Z,,Non-corrected airborne GPS,JA70003000,3206986,,481040.7306,3568.8696,,
C50413,2024053001.0,2024,Person,2024-C50413,3.5,2024 ROLLOVER,2024-05-30Z,2024-06-19Z,,Non-corrected ground GPS,JA70003000,3206987,,35296.3436,2139.7326,,
