FIRE_NUMBER,FIRE_YEAR,FIRE_CAUSE,FIRE_DATE
V80726,2013,Person,2013-10-05
V80727,2013,Person,2013-10-09
V80731,2013,Person,2013-10-09
V80734,2013,Person,2013-10-09
V80735,2013,Person,2013-10-09
V80736,2013,Person,2013-10-09
V80748,2013,Person,2013-10-09
V80756,2013,Person,2013-10-04
C50224,2014,Person,2015-03-29
G10057,2014,Person,2014-05-13
G10069,2014,Person,2014-05-18
K20050,2013,Person,2013-05-08
K20082,2013,Person,2013-05-19
K20246,2013,Person,2013-07-23
K20256,2013,Person,2013-07-24
K20266,2013,Person,2013-07-25
K20268,2013,Person,2013-07-27
K20554,2013,Lightning,2013-08-10
N50657,2013,Lightning,2013-08-29
N50726,2013,Person,2013-10-23
VA0022,2013,Person,2013-04-26
VA0343,2013,Lightning,2013-07-31
VA0359,2013,Lightning,2013-07-31
VA0375,2013,Lightning,2013-07-31
VA0387,2013,Lightning,2013-07-31
C10066,2014,Lightning,2014-07-02
G10109,2014,Lightning,2014-06-13
G10174,2014,Lightning,2014-07-02
G10204,2014,Lightning,2014-07-02
G10210,2014,Lightning,2014-07-02
K20558,2013,Lightning,2013-08-10
K20587,2013,Lightning,2013-08-11
K20602,2013,Lightning,2013-08-01
N50728,2013,Person,2013-10-03
N50734,2013,Person,2013-10-29
N50735,2013,Person,2013-10-29
N70249,2013,Lightning,2013-07-29
N70405,2013,Lightning,2013-08-10
C10067,2014,Lightning,2014-07-03
C10115,2014,Lightning,2014-07-23
C10133,2014,Lightning,2014-08-04
G10214,2014,Person,2014-07-11
G10224,2014,Lightning,2014-07-02
G10244,2014,Person,2014-07-16
G10247,2014,Lightning,2014-07-11
G10338,2014,Lightning,2014-07-29
K20863,2013,Lightning,2013-09-02
K20871,2013,Person,2013-09-12
K30573,2013,Lightning,2013-08-04
K40039,2013,Person,2013-05-04
N70689,2013,Lightning,2013-09-06
N70727,2013,Person,2013-10-18
N70731,2013,Person,2013-10-28
R10004,2013,Person,2013-04-23
C10139,2014,Lightning,2014-08-05
C10200,2014,Person,2014-10-10
G10386,2014,Lightning,2014-08-05
G10540,2014,Person,2014-09-21
G30268,2014,Lightning,2014-07-17
G30270,2014,Lightning,2014-07-17
K40188,2013,Person,2013-07-14
K40258,2013,Person,2013-07-25
K40313,2013,Person,2013-07-30
K40576,2013,Lightning,2013-08-07
R10010,2013,Person,2013-04-16
R10019,2013,Person,2013-05-04
R10124,2013,Lightning,2013-08-01
C10208,2014,Person,2014-10-12
C20007,2014,Person,2014-04-09
C20013,2014,Person,2014-04-12
G30344,2014,Lightning,2014-08-02
G30350,2014,Lightning,2014-08-02
G40014,2014,Lightning,2014-04-17
G40078,2014,Person,2014-05-24
G40112,2014,Person,2014-06-16
G40198,2014,Lightning,2014-07-08
K40691,2013,Lightning,2013-08-10
K40704,2013,Lightning,2013-08-12
K40767,2013,Person,2013-08-19
K40896,2013,Person,2014-03-17
R10125,2013,Lightning,2013-07-26
R10194,2013,Lightning,2013-08-02
R10251,2013,Lightning,2013-09-04
R10252,2013,Lightning,2013-09-10
R10256,2013,Person,2013-09-10
C20016,2014,Person,2014-04-13
C20037,2014,Person,2014-04-30
G40353,2014,Lightning,2014-07-07
G40377,2014,Lightning,2014-08-05
G40425,2014,Person,2014-08-11
G50053,2014,Person,2014-05-12
K50021,2013,Person,2013-04-21
K50055,2013,Person,2013-05-08
K50106,2013,Person,2013-06-12
K50200,2013,Lightning,2013-07-16
K50204,2013,Person,2013-07-18
K50290,2013,Person,2013-07-28
K50658,2013,Lightning,2013-08-11
K50766,2013,Person,2013-08-19
R30018,2013,Person,2013-05-03
R40022,2013,Person,2013-05-05
R40065,2013,Lightning,2013-06-16
C20086,2014,Person,2014-07-13
C20142,2014,Person,2014-08-07
C20155,2014,Lightning,2014-08-15
C30070,2014,Lightning,2014-07-02
C30167,2014,Lightning,2014-08-15
C40028,2014,Person,2014-04-28
C40033,2014,Person,2014-04-30
G50104,2014,Person,2014-06-08
G50157,2014,Lightning,2014-07-02
K60001,2013,Person,2013-03-31
K60099,2013,Person,2013-06-08
K60281,2013,Person,2013-07-27
K60492,2013,Lightning,2013-08-06
R40145,2013,Lightning,2013-08-02
R40183,2013,Lightning,2013-07-31
R50007,2013,Person,2013-04-23
C40168,2014,Lightning,2014-08-15
C40210,2014,Person,2014-10-21
C50002,2014,Person,2014-04-04
C50004,2014,Person,2014-04-07
G50226,2014,Lightning,2014-07-14
G50455,2014,Person,2014-08-15
G50470,2014,Lightning,2014-08-16
G50503,2014,Person,2014-08-26
K60718,2013,Person,2013-08-14
K70024,2013,Person,2013-04-26
K70025,2013,Person,2013-04-26
K70284,2013,Person,2013-07-28
K70505,2013,Lightning,2013-08-07
R50029,2013,Person,2013-04-29
R50031,2013,Person,2013-05-09
R50032,2013,Person,2013-05-09
R50059,2013,Person,2013-06-12
R50063,2013,Lightning,2013-06-15
C50008,2014,Person,2014-04-10
C50009,2014,Person,2014-04-10
C50011,2014,Person,2014-04-12
G50518,2014,Person,2014-09-04
G60096,2014,Lightning,2014-06-01
G60195,2014,Lightning,2014-07-08
G60215,2014,Lightning,2014-07-12
G60218,2014,Lightning,2014-07-12
G60283,2014,Lightning,2014-08-02
G60293,2014,Lightning,2014-07-24
K70556,2013,Lightning,2013-08-10
K70632,2013,Person,2013-08-11
R50117,2013,Person,2013-07-29
R50150,2013,Lightning,2013-08-02
R50162,2013,Person,2013-08-04
C50018,2014,Person,2014-04-13
C50020,2014,Person,2014-04-17
C50022,2014,Person,2014-04-20
C50023,2014,Person,2014-04-23
G60297,2014,Person,2014-07-25
G60369,2014,Lightning,2014-08-05
G60376,2014,Lightning,2014-08-05
G60405,2014,Lightning,2014-08-08
G60440,2014,Lightning,2014-08-13
G60456,2014,Lightning,2014-08-15
K70633,2013,Person,2013-08-11
K70892,2013,Person,2014-02-20
K70900,2013,Person,2014-03-30
N10003,2013,Person,2013-04-09
R90027,2013,Person,2013-05-01
R90067,2013,Lightning,2013-06-10
R90100,2013,Lightning,2013-07-01
R90108,2013,Person,2013-07-18
R90246,2013,Lightning,2013-08-25
C50029,2014,Person,2014-04-29
C50034,2014,Person,2014-05-01
C50041,2014,Person,2014-05-02
C50048,2014,Person,2014-05-08
C50051,2014,Person,2014-05-16
G60492,2014,Lightning,2014-08-20
G60495,2014,Lightning,2014-08-21
G70007,2014,Person,2014-04-14
G70011,2014,Person,2014-04-19
G70041,2014,Person,2014-05-07
N10010,2013,Person,2013-04-22
N10011,2013,Person,2013-04-24
N10026,2013,Person,2013-05-10
V10148,2013,Person,2013-07-07
V10217,2013,Person,2013-07-15
V10246,2013,Lightning,2013-07-14
V10259,2013,Lightning,2013-07-14
V50708,2012,Person,2012-09-05
V60811,2012,Person,2012-09-22
V60839,2012,Person,2012-09-24
V60853,2012,Person,2012-09-29
V80030,2012,Person,2012-05-18
C50274,2013,Lightning,2013-08-11
C50337,2013,Lightning,2013-08-12
C50342,2013,Lightning,2013-08-12
G90164,2013,Lightning,2013-06-24
G90177,2013,Lightning,2013-07-07
G90178,2013,Lightning,2013-07-07
K10134,2013,Lightning,2013-07-03
K10310,2013,Lightning,2013-07-27
K10383,2013,Lightning,2013-08-02
K10571,2013,Lightning,2013-08-10
K10588,2013,Lightning,2013-08-06
K10643,2013,Lightning,2013-08-11
K10647,2013,Lightning,2013-08-11
K10688,2013,Lightning,2013-08-12
K60451,2012,Lightning,2012-08-06
K60454,2012,Lightning,2012-08-06
K60472,2012,Lightning,2012-08-06
K60474,2012,Lightning,2012-08-07
K60537,2012,Lightning,2012-08-12
K60589,2012,Person,2012-08-18
V80481,2012,Lightning,2012-08-19
V80513,2012,Lightning,2012-08-18
V80728,2012,Person,2012-09-08
V80806,2012,Person,2012-09-20
C50419,2013,Person,2013-10-24
G10003,2013,Person,2013-04-22
G10007,2013,Person,2013-04-26
G10053,2013,Person,2013-04-27
G10058,2013,Person,2013-05-09
G10060,2013,Person,2013-05-10
G10160,2013,Lightning,2013-07-01
G10194,2013,Lightning,2013-06-24
G90398,2012,Lightning,2012-08-08
G90399,2012,Lightning,2012-07-26
G90403,2012,Lightning,2012-07-26
G90404,2012,Lightning,2012-08-08
G90421,2012,Lightning,2012-08-07
G90429,2012,Lightning,2012-07-06
G90464,2012,Lightning,2012-08-08
G90517,2012,Person,2012-07-29
G90522,2012,Lightning,2012-07-25
K60601,2012,Lightning,2012-08-19
K60615,2012,Lightning,2012-08-20
K60849,2012,Lightning,2012-09-05
C10019,2013,Person,2013-04-23
C10036,2013,Person,2013-05-04
C10039,2013,Person,2013-05-04
C10069,2013,Lightning,2013-06-21
C10084,2013,Person,2013-07-22
C10104,2013,Person,2013-07-31
G10208,2013,Person,2013-07-31
G10255,2013,Lightning,2013-08-02
G10275,2013,Lightning,2013-08-03
G10294,2013,Lightning,2013-08-05
G10317,2013,Lightning,2013-08-10
G10319,2013,Lightning,2013-08-10
G10383,2013,Lightning,2013-07-31
G30320,2013,Lightning,2013-08-10
G30332,2013,Lightning,2013-08-10
K10620,2012,Lightning,2012-08-20
K10672,2012,Lightning,2012-08-08
K10674,2012,Lightning,2012-08-08
K20029,2012,Person,2012-04-15
K20041,2012,Person,2012-04-27
K70012,2012,Person,2012-04-09
K70021,2012,Person,2012-04-16
K70055,2012,Person,2012-05-10
C10130,2013,Lightning,2013-08-01
C10140,2013,Lightning,2013-08-01
C10168,2013,Lightning,2013-08-02
C10253,2013,Lightning,2013-08-03
C10255,2013,Lightning,2013-08-10
C10284,2013,Lightning,2013-08-12
C10295,2013,Lightning,2013-08-12
G30372,2013,Lightning,2013-08-14
G30387,2013,Lightning,2013-08-10
G40025,2013,Person,2013-05-04
G40210,2013,Lightning,2013-07-31
G40233,2013,Lightning,2013-08-01
K20091,2012,Person,2012-05-25
K20093,2012,Person,2012-05-28
K20096,2012,Person,2012-05-29
K20188,2012,Lightning,2012-07-12
K70058,2012,Person,2012-05-10
K70059,2012,Person,2012-05-12
K70146,2012,Person,2012-07-02
K70500,2012,Lightning,2012-08-08
C10307,2013,Lightning,2013-08-12
C10315,2013,Lightning,2013-08-12
C10322,2013,Lightning,2013-08-11
C10322,2013,Lightning,2013-08-11
C10346,2013,Lightning,2013-08-18
C10380,2013,Lightning,2013-09-07
G40284,2013,Person,2013-08-05
G40308,2013,Lightning,2013-08-11
K20240,2012,Lightning,2012-07-15
K20624,2012,Person,2012-08-21
K20878,2012,Person,2012-09-12
K20956,2012,Lightning,2012-10-01
K20966,2012,Person,2012-10-03
K20972,2012,Person,2012-10-05
K70632,2012,Lightning,2012-08-20
K70850,2012,Person,2012-09-05
N10011,2012,Person,2012-05-07
N10040,2012,Person,2012-05-22
N10588,2012,Lightning,2012-09-10
C10417,2013,Person,2013-10-18
C20012,2013,Person,2013-04-22
C20013,2013,Person,2013-04-20
G40325,2013,Lightning,2013-08-10
G40464,2013,Lightning,2013-09-15
G50037,2013,Person,2013-05-04
G50041,2013,Person,2013-05-06
K20996,2012,Person,2012-10-14
K21011,2012,Person,2013-03-11
K40550,2012,Person,2012-08-14
N10670,2012,Lightning,2012-10-16
N10678,2012,Person,2013-03-11
N20239,2012,Lightning,2012-08-06
N20279,2012,Lightning,2012-08-06
C20015,2013,Person,2013-04-22
C20025,2013,Person,2013-04-25
C20030,2013,Person,2013-04-27
C20032,2013,Person,2013-04-28
G50056,2013,Person,2013-05-09
G50266,2013,Lightning,2013-07-31
G60097,2013,Person,2013-05-24
G60250,2013,Lightning,2013-08-01
G70005,2013,Person,2013-04-23
K40660,2012,Lightning,2012-08-21
K40665,2012,Lightning,2012-08-21
K40741,2012,Person,2012-08-26
N20306,2012,Lightning,2012-08-08
N20376,2012,Lightning,2012-08-19
N20378,2012,Lightning,2012-08-19
N20439,2012,Lightning,2012-08-24
C20074,2013,Person,2013-07-09
C20145,2013,Lightning,2013-08-02
C20201,2013,Lightning,2013-08-04
C20264,2013,Lightning,2013-08-10
G70012,2013,Person,2013-04-27
G70013,2013,Person,2013-04-28
G70024,2013,Person,2013-05-04
G70026,2013,Person,2013-05-04
K40874,2012,Person,2012-09-09
K40913,2012,Person,2012-09-21
K40926,2012,Person,2012-09-24
K50076,2012,Person,2012-05-19
N20626,2012,Lightning,2012-09-25
N40396,2012,Lightning,2012-08-21
N50296,2012,Lightning,2012-08-06
C20278,2013,Lightning,2013-08-11
C20310,2013,Person,2013-08-14
C20379,2013,Lightning,2013-09-03
G70027,2013,Person,2013-05-05
G70030,2013,Person,2013-05-05
G70035,2013,Person,2013-04-25
G70039,2013,Person,2013-05-01
G70042,2013,Person,2013-05-06
K50104,2012,Person,2012-06-02
K50118,2012,Person,2012-06-20
K50175,2012,Lightning,2012-07-09
K50351,2012,Lightning,2012-07-27
K50532,2012,Person,2012-08-12
K50869,2012,Person,2012-09-09
N50406,2012,Lightning,2012-08-21
N50411,2012,Lightning,2012-07-27
N50506,2012,Lightning,2012-08-22
N60343,2012,Person,2012-08-16
C20393,2013,Lightning,2013-09-02
C30072,2013,Lightning,2013-07-01
C30194,2013,Lightning,2013-08-02
C30207,2013,Lightning,2013-08-02
C30249,2013,Lightning,2013-08-03
G70046,2013,Person,2013-05-07
G70047,2013,Person,2013-05-06
G70049,2013,Person,2013-05-07
G70057,2013,Person,2013-05-09
K50882,2012,Person,2012-09-13
K50898,2012,Person,2012-09-18
K50914,2012,Person,2012-09-21
K50917,2012,Person,2012-09-22
K50920,2012,Person,2012-09-23
K50941,2012,Person,2012-09-28
K50961,2012,Person,2012-10-02
N60476,2012,Person,2012-09-01
N70252,2012,Lightning,2012-08-08
N70267,2012,Person,2012-08-09
N70297,2012,Lightning,2012-08-08
N70559,2012,Lightning,2012-09-09
C30275,2013,Lightning,2013-08-01
C30277,2013,Lightning,2013-08-11
C40031,2013,Person,2013-04-27
C40075,2013,Person,2013-07-09
G70081,2013,Person,2013-05-17
G70085,2013,Person,2013-05-18
K51003,2012,Person,2012-10-17
K60003,2012,Person,2012-04-06
K60008,2012,Person,2012-04-07
K60009,2012,Person,2012-04-07
K60014,2012,Person,2012-04-09
K60026,2012,Person,2012-04-20
N70628,2012,Person,2012-09-30
R10171,2012,Lightning,2012-08-20
R10197,2012,Person,2012-09-16
R20100,2012,Lightning,2012-08-07
R20133,2012,Lightning,2012-08-12
R30012,2012,Person,2012-05-14
C40076,2013,Person,2013-07-09
C40192,2013,Lightning,2013-08-03
C40206,2013,Lightning,2013-08-03
C40250,2013,Lightning,2013-08-03
C40285,2013,Lightning,2013-08-10
C40292,2013,Lightning,2013-08-10
C40312,2013,Lightning,2013-08-12
G70475,2013,Person,2013-09-28
G80004,2013,Person,2013-04-23
G80036,2013,Person,2013-05-05
K60031,2012,Person,2012-04-21
K60032,2012,Person,2012-04-19
K60033,2012,Person,2012-04-19
K60034,2012,Person,2012-04-19
R40010,2012,Person,2012-05-13
R50017,2012,Person,2012-05-25
R90025,2012,Person,2012-07-06
R90064,2012,Lightning,2012-07-26
R90074,2012,Lightning,2012-07-07
R90076,2012,Lightning,2012-07-31
C40396,2013,Person,2013-09-13
C50003,2013,Person,2013-04-03
C50005,2013,Person,2013-04-15
C50008,2013,Person,2013-04-17
C50017,2013,Person,2013-04-23
C50027,2013,Person,2013-04-26
C50028,2013,Person,2013-04-26
G80048,2013,Person,2013-05-07
G80055,2013,Person,2013-05-09
G80070,2013,Person,2013-05-14
G80077,2013,Person,2013-05-15
G80087,2013,Person,2013-05-19
K60035,2012,Person,2012-04-22
R90113,2012,Lightning,2012-08-08
R90117,2012,Lightning,2012-08-05
R90128,2012,Lightning,2012-08-10
R90135,2012,Lightning,2012-08-14
V10202,2012,Person,2012-08-01
C50033,2013,Person,2013-05-01
C50038,2013,Person,2013-05-03
C50045,2013,Person,2013-05-08
G80088,2013,Person,2013-05-18
G80447,2013,Lightning,2013-08-06
G80482,2013,Person,2013-10-26
G90086,2013,Lightning,2013-05-18
G90100,2013,Lightning,2013-05-28
G90109,2013,Lightning,2013-06-14
K60043,2012,Person,2012-04-30
K60051,2012,Person,2012-05-09
K60054,2012,Person,2012-05-10
V10291,2012,Lightning,2012-08-08
V10329,2012,Lightning,2012-08-07
V10730,2012,Person,2012-09-09
V30150,2012,Lightning,2012-07-15
C50050,2013,Person,2013-05-11
C50065,2013,Person,2013-07-01
G90114,2013,Lightning,2013-06-22
G90115,2013,Lightning,2013-06-13
G90117,2013,Lightning,2013-06-23
G90118,2013,Lightning,2013-06-15
K60061,2012,Person,2012-05-12
K60089,2012,Person,2012-05-24
K60160,2012,Lightning,2012-07-08
K60200,2012,Lightning,2012-07-13
K60272,2012,Lightning,2012-07-18
V30185,2012,Lightning,2012-07-25
V30283,2012,Lightning,2012-08-07
V30285,2012,Lightning,2012-08-01
V30363,2012,Lightning,2012-07-27
V30416,2012,Lightning,2012-08-19
C50182,2013,Lightning,2013-08-01
C50209,2013,Lightning,2013-08-03
C50224,2013,Lightning,2013-07-31
C50269,2013,Lightning,2013-08-11
G90119,2013,Lightning,2013-06-14
G90125,2013,Lightning,2013-06-24
G90127,2013,Lightning,2013-06-23
G90159,2013,Lightning,2013-06-25
K60330,2012,Lightning,2012-07-25
K60331,2012,Lightning,2012-07-25
K60365,2012,Lightning,2012-07-25
K60450,2012,Lightning,2012-08-06
V30435,2012,Lightning,2012-08-08
V30446,2012,Lightning,2012-08-19
V30692,2012,Person,2012-09-05
V50014,2012,Person,2012-05-12
V50310,2012,Person,2012-08-10
V50395,2012,Lightning,2012-08-18
V50703,2012,Person,2012-09-06
C20112,2016,Lightning,2016-08-02
C20160,2016,Person,2017-03-26
C40030,2016,Person,2016-04-11
K10522,2015,Lightning,2015-07-20
K10576,2015,Lightning,2015-08-05
K10598,2015,Person,2015-08-13
N10262,2015,Lightning,2015-07-02
N10269,2015,Person,2015-07-04
N10278,2015,Lightning,2015-07-04
N10279,2015,Lightning,2015-07-04
N10307,2015,Lightning,2015-07-07
N10482,2015,Person,2015-07-21
N10487,2015,Lightning,2015-07-20
N70542,2015,Lightning,2015-06-20
N70567,2015,Person,2015-08-09
N70578,2015,Lightning,2015-08-12
N70594,2015,Lightning,2015-08-13
C50015,2016,Person,2016-04-07
C50017,2016,Person,2016-04-08
C50018,2016,Person,2016-04-08
C50025,2016,Person,2016-04-08
C50027,2016,Person,2016-04-09
C50028,2016,Person,2016-04-10
K20006,2015,Person,2015-04-09
K20017,2015,Person,2015-04-19
K20024,2015,Person,2015-04-23
N10562,2015,Lightning,2015-08-06
N10694,2015,Lightning,2015-08-14
N10741,2015,Lightning,2015-08-21
N20017,2015,Person,2015-02-10
N20035,2015,Person,2015-05-11
N20066,2015,Person,2015-05-19
N20074,2015,Person,2015-05-21
N20093,2015,Person,2015-05-27
N70612,2015,Lightning,2015-08-15
N70614,2015,Lightning,2015-08-13
N70616,2015,Lightning,2015-08-13
N70624,2015,Lightning,2015-08-13
N70653,2015,Lightning,2015-08-14
N70688,2015,Lightning,2015-08-14
C50029,2016,Person,2016-04-10
C50036,2016,Person,2016-02-01
C50039,2016,Person,2016-04-20
C50057,2016,Lightning,2016-05-16
K20117,2015,Person,2015-06-08
K20172,2015,Person,2015-06-27
K20227,2015,Lightning,2015-06-30
K20267,2015,Person,2015-07-04
K20278,2015,Lightning,2015-06-30
K20308,2015,Person,2015-07-07
K20312,2015,Lightning,2015-07-06
N20267,2015,Person,2015-07-04
N20318,2015,Lightning,2015-07-10
N20367,2015,Lightning,2015-07-10
N20370,2015,Lightning,2015-07-11
N20371,2015,Lightning,2015-07-11
N20484,2015,Person,2015-07-20
N20565,2015,Person,2015-08-08
N20619,2015,Lightning,2015-08-14
N70701,2015,Lightning,2015-08-15
N70744,2015,Lightning,2015-08-21
N70782,2015,Person,2015-10-09
N70790,2015,Person,2015-10-18
G80115,2015,Lightning,2015-05-24
G80125,2015,Lightning,2015-05-25
G80127,2015,Lightning,2015-05-25
G80138,2015,Lightning,2015-05-25
G80161,2015,Lightning,2015-05-25
K20338,2015,Lightning,2015-07-10
K20418,2015,Lightning,2015-07-19
K20581,2015,Lightning,2015-08-04
K20589,2015,Lightning,2015-08-13
K30302,2015,Lightning,2015-06-19
N20643,2015,Lightning,2015-08-14
N40006,2015,Person,2015-04-16
N40101,2015,Lightning,2015-05-29
N40126,2015,Lightning,2015-06-11
N40354,2015,Lightning,2015-07-10
N40660,2015,Lightning,2015-08-14
N40693,2015,Lightning,2015-08-15
R10131,2015,Lightning,2015-07-20
R20012,2015,Person,2015-04-28
R30006,2015,Person,2015-04-11
R30008,2015,Person,2015-04-11
R30015,2015,Person,2015-05-11
G80163,2015,Lightning,2015-05-27
G80184,2015,Lightning,2015-05-29
G80189,2015,Person,2015-05-29
G80204,2015,Lightning,2015-06-02
G80213,2015,Person,2015-06-07
G80252,2015,Lightning,2015-06-24
G80280,2015,Lightning,2015-06-26
G80285,2015,Person,2015-06-28
G80289,2015,Lightning,2015-06-27
G80325,2015,Lightning,2015-06-29
K30411,2015,Lightning,2015-07-20
K30601,2015,Lightning,2015-08-04
K30732,2015,Person,2015-08-27
K40137,2015,Person,2015-06-17
K40264,2015,Lightning,2015-06-29
K40421,2015,Lightning,2015-07-20
N50010,2015,Person,2015-04-18
N50077,2015,Person,2015-05-23
N50078,2015,Person,2015-05-23
N50169,2015,Lightning,2015-06-28
N50221,2015,Lightning,2015-06-30
N50255,2015,Lightning,2015-06-30
R30083,2015,Person,2015-06-14
R30135,2015,Lightning,2015-07-20
R40005,2015,Person,2015-04-09
R40120,2015,Person,2015-07-08
R50004,2015,Person,2015-04-09
R50048,2015,Person,2015-05-25
R50101,2015,Lightning,2015-06-27
R50111,2015,Lightning,2015-06-10
R50114,2015,Lightning,2015-06-16
G80344,2015,Lightning,2015-07-03
G80449,2015,Person,2015-07-24
G80455,2015,Lightning,2015-07-26
G80504,2015,Person,2015-09-10
G90013,2015,Person,2015-04-13
K40439,2015,Lightning,2015-07-20
K40571,2015,Person,2015-08-11
K40719,2015,Lightning,2015-08-14
K40729,2015,Lightning,2015-08-26
K50010,2015,Person,2015-04-11
K50016,2015,Person,2015-04-18
N50273,2015,Lightning,2015-06-29
N50275,2015,Lightning,2015-07-05
N50340,2015,Lightning,2015-07-10
N50341,2015,Lightning,2015-07-10
N50445,2015,Lightning,2015-07-06
R80106,2015,Lightning,2015-06-29
R90039,2015,Lightning,2015-05-17
R90045,2015,Lightning,2015-05-21
R90046,2015,Lightning,2015-05-22
R90047,2015,Lightning,2015-05-22
R90051,2015,Lightning,2015-05-20
G90043,2015,Person,2015-05-12
G90047,2015,Lightning,2015-05-12
G90050,2015,Person,2015-05-14
G90055,2015,Person,2015-05-15
G90081,2015,Lightning,2015-05-20
G90092,2015,Lightning,2015-05-22
G90107,2015,Lightning,2015-05-22
K50101,2015,Lightning,2015-05-28
K50165,2015,Person,2015-06-27
K50176,2015,Lightning,2015-06-27
K50184,2015,Lightning,2015-06-27
K50194,2015,Lightning,2015-06-28
N50472,2015,Lightning,2015-07-20
N50499,2015,Lightning,2015-07-10
N50577,2015,Lightning,2015-07-20
N50583,2015,Lightning,2015-08-12
N50600,2015,Lightning,2015-08-14
N50604,2015,Lightning,2015-08-14
R90055,2015,Person,2015-05-30
R90088,2015,Lightning,2015-06-22
R90152,2015,Person,2015-09-16
V10176,2015,Person,2015-06-17
V10247,2015,Lightning,2015-06-30
V10267,2015,Person,2015-07-03
V10370,2015,Person,2015-08-02
G90108,2015,Lightning,2015-05-22
