FIRE_NUMBER,FIRE_YEAR,FIRE_CAUSE,FIRE_DATE
C50024,2015,Person,2015-04-29
C50025,2015,Person,2015-05-03
C50026,2015,Person,2015-05-03
C50031,2015,Person,2015-05-07
C50044,2015,Lightning,2015-05-15
C50047,2015,Person,2015-05-16
G90343,2014,Lightning,2014-07-29
G90361,2014,Lightning,2014-07-29
G90475,2014,Lightning,2014-08-16
K10197,2014,Lightning,2014-06-03
K10235,2014,Lightning,2014-07-03
K60052,2014,Person,2014-04-19
K60098,2014,Lightning,2014-06-03
K60261,2014,Lightning,2014-07-14
K60265,2014,Lightning,2014-07-14
K60286,2014,Person,2014-07-16
K60353,2014,Lightning,2014-08-01
K60357,2014,Person,2014-08-01
K60445,2014,Person,2014-08-07
K60528,2014,Lightning,2014-08-05
K60548,2014,Lightning,2014-08-24
K60595,2014,Person,2014-09-14
R10077,2014,Lightning,2014-07-14
R20058,2014,Lightning,2014-07-02
R20116,2014,Lightning,2014-08-11
R30107,2014,Lightning,2014-07-21
R40013,2014,Person,2014-04-23
R40016,2014,Person,2014-05-06
R40017,2014,Person,2014-05-06
R40157,2014,Person,2014-09-22
R50020,2014,Person,2014-02-14
R50136,2014,Person,2014-08-22
R90092,2014,Lightning,2014-07-15
C50052,2015,Lightning,2015-05-18
C50122,2015,Lightning,2015-06-30
C50126,2015,Lightning,2015-06-29
C50146,2015,Person,2015-07-08
C50194,2015,Lightning,2015-08-05
C50208,2015,Lightning,2015-08-15
K10452,2014,Lightning,2014-08-08
K10633,2014,Person,2014-10-09
K10638,2014,Person,2014-10-15
K20001,2014,Person,2014-04-01
K60644,2014,Person,2015-03-06
K60658,2014,Person,2015-03-27
K60660,2014,Person,2015-03-29
R90100,2014,Lightning,2014-07-22
V10216,2014,Lightning,2014-07-13
V10235,2014,Lightning,2014-07-14
V10237,2014,Lightning,2014-07-14
V10243,2014,Lightning,2014-07-15
V10244,2014,Lightning,2014-07-15
V10265,2014,Person,2014-07-17
V10504,2014,Person,2014-09-11
C50210,2015,Lightning,2015-08-14
C50219,2015,Lightning,2015-08-15
K20010,2014,Person,2014-04-04
K20020,2014,Person,2014-04-07
K20021,2014,Person,2014-04-08
K70024,2014,Person,2014-04-09
K70042,2014,Person,2014-04-12
K70270,2014,Person,2014-07-15
K70278,2014,Lightning,2014-07-14
K70339,2014,Person,2014-07-29
V30007,2014,Person,2014-04-15
V30026,2014,Person,2014-05-17
V30078,2014,Person,2014-06-07
C50220,2015,Person,2015-08-25
C50253,2015,Person,2016-03-30
G10037,2015,Person,2015-05-08
G10078,2015,Person,2015-05-20
G10097,2015,Lightning,2015-05-22
G10104,2015,Lightning,2015-05-21
K20051,2014,Person,2014-04-15
K20057,2014,Person,2014-04-27
K20058,2014,Person,2014-04-27
K20065,2014,Person,2014-05-01
K20066,2014,Person,2014-05-01
K20113,2014,Person,2014-06-08
K70423,2014,Lightning,2014-08-03
K70430,2014,Lightning,2014-08-03
K70606,2014,Lightning,2014-08-21
K70634,2014,Person,2014-10-11
V30217,2014,Person,2014-07-14
V30247,2014,Person,2014-07-15
V30350,2014,Person,2014-08-04
V30415,2014,Lightning,2014-08-15
V30455,2014,Lightning,2014-08-18
G10157,2015,Lightning,2015-05-24
G10365,2015,Lightning,2015-07-07
G10376,2015,Lightning,2015-06-25
G10485,2015,Person,2015-08-19
G30029,2015,Person,2015-04-28
K20147,2014,Person,2014-06-22
K20176,2014,Person,2014-07-02
K20226,2014,Person,2014-07-11
K20254,2014,Lightning,2014-07-14
K20298,2014,Person,2014-07-18
K70639,2014,Person,2015-02-24
K70657,2014,Person,2015-03-18
V30513,2014,Lightning,2014-09-12
V30555,2014,Person,2014-09-20
V50069,2014,Person,2014-04-01
V60108,2014,Person,2014-06-18
V70062,2014,Person,2014-05-27
V80208,2014,Person,2014-07-13
V80252,2014,Person,2014-07-15
G30274,2015,Lightning,2015-06-25
G40017,2015,Person,2015-04-17
G40064,2015,Lightning,2015-05-04
K20346,2014,Person,2014-07-31
K20438,2014,Person,2014-08-06
K20449,2014,Lightning,2014-08-03
N10004,2014,Person,2014-04-10
N10013,2014,Person,2014-04-14
V80452,2014,Person,2014-08-25
V80508,2014,Person,2014-09-11
V90295,2014,Person,2014-07-28
C10017,2015,Person,2015-04-16
G40077,2015,Lightning,2015-05-20
G40503,2015,Lightning,2015-08-28
G50044,2015,Person,2015-05-12
G50156,2015,Lightning,2015-05-24
K20478,2014,Lightning,2014-08-10
K20649,2014,Person,2015-03-10
K20654,2014,Person,2015-03-14
K20661,2014,Person,2015-03-30
N10242,2014,Lightning,2014-07-30
N10264,2014,Lightning,2014-07-31
N10273,2014,Lightning,2014-07-31
N10277,2014,Lightning,2014-07-30
C10038,2015,Lightning,2015-05-04
C10185,2015,Lightning,2015-07-24
C10248,2015,Person,2016-03-26
G60056,2015,Person,2015-05-16
G60118,2015,Lightning,2015-05-25
G60136,2015,Lightning,2015-05-25
G60167,2015,Lightning,2015-05-25
G60171,2015,Lightning,2015-05-27
K30037,2014,Person,2014-04-12
K30637,2014,Person,2014-10-17
N10334,2014,Lightning,2014-08-03
N10438,2014,Lightning,2014-08-03
N10554,2014,Person,2015-03-09
N10556,2014,Person,2015-03-09
C20001,2015,Person,2015-04-06
C20002,2015,Person,2015-04-06
G60172,2015,Lightning,2015-05-27
G60214,2015,Lightning,2015-05-21
G60353,2015,Lightning,2015-06-21
G60372,2015,Lightning,2015-07-06
G70006,2015,Person,2015-04-12
G70040,2015,Person,2015-05-11
G70041,2015,Person,2015-05-11
K40035,2014,Person,2014-04-13
K40047,2014,Person,2014-04-14
K40159,2014,Person,2014-06-29
K40231,2014,Lightning,2014-07-12
N10557,2014,Person,2015-03-09
N20129,2014,Person,2014-07-16
N20173,2014,Lightning,2014-07-21
N20200,2014,Lightning,2014-07-27
N20227,2014,Lightning,2014-07-27
C50839,2018,Person,2018-06-22
C51288,2018,Lightning,2018-07-17
C51752,2018,Lightning,2018-07-31
C51908,2018,Lightning,2018-08-01
K52207,2017,Person,2017-09-27
K52221,2017,Person,2017-10-02
K60643,2017,Person,2017-07-07
K60953,2017,Person,2017-07-09
K61761,2017,Person,2017-08-16
K62340,2017,Person,2018-03-27
N71392,2017,Lightning,2017-07-20
N71395,2017,Lightning,2017-07-27
VA0872,2017,Lightning,2017-07-07
C10018,2018,Person,2017-10-30
C10627,2018,Lightning,2018-06-20
C10705,2018,Lightning,2018-06-19
C10782,2018,Lightning,2018-06-20
C51925,2018,Lightning,2018-08-01
C52032,2018,Lightning,2018-08-02
K70001,2017,Person,2017-04-01
K70181,2017,Person,2017-05-28
K70188,2017,Person,2017-05-28
N71445,2017,Lightning,2017-07-10
N71685,2017,Lightning,2017-08-12
N71691,2017,Lightning,2017-08-12
C11471,2018,Lightning,2018-07-19
C11819,2018,Lightning,2018-07-22
C11837,2018,Lightning,2018-08-01
C11853,2018,Lightning,2018-07-31
C11937,2018,Lightning,2018-08-01
C12302,2018,Lightning,2018-08-07
C12328,2018,Lightning,2018-08-08
C12330,2018,Lightning,2018-07-31
C52144,2018,Lightning,2018-08-01
C52646,2018,Lightning,2018-08-14
C52651,2018,Lightning,2018-08-14
C52653,2018,Lightning,2018-08-11
C52688,2018,Lightning,2018-08-15
K71205,2017,Person,2017-07-20
K71366,2017,Person,2017-07-26
K72071,2017,Lightning,2017-08-13
N10382,2017,Lightning,2017-06-08
N10508,2017,Lightning,2017-07-01
N71739,2017,Lightning,2017-07-27
N71981,2017,Lightning,2017-08-30
N72149,2017,Person,2017-09-15
C12405,2018,Lightning,2018-07-31
C12594,2018,Lightning,2018-08-12
C12770,2018,Lightning,2018-07-30
C13155,2018,Person,2018-10-12
C20591,2018,Lightning,2018-06-20
C21499,2018,Lightning,2018-07-17
C21673,2018,Lightning,2018-07-30
G92068,2017,Person,2017-09-06
G92151,2017,Person,2017-09-16
G92268,2017,Person,2017-10-14
N11189,2017,Lightning,2017-07-15
N11347,2017,Person,2017-07-25
N72271,2017,Person,2017-10-17
R10058,2017,Person,2017-04-27
R10196,2017,Person,2017-05-30
R10442,2017,Person,2017-06-28
C21875,2018,Lightning,2018-08-01
C22283,2018,Lightning,2018-08-01
K10668,2017,Lightning,2017-07-01
K10825,2017,Lightning,2017-07-07
K10828,2017,Lightning,2017-07-07
K10848,2017,Lightning,2017-07-07
K11144,2017,Person,2017-07-16
N11605,2017,Person,2017-08-07
N11608,2017,Lightning,2017-08-07
N11643,2017,Lightning,2017-08-09
N11644,2017,Lightning,2017-08-07
N11664,2017,Lightning,2017-08-08
N11676,2017,Lightning,2017-08-10
R10615,2017,Lightning,2017-07-05
R10659,2017,Lightning,2017-07-07
C22366,2018,Lightning,2018-08-02
C22371,2018,Lightning,2018-08-02
C23047,2018,Person,2018-09-10
C31274,2018,Lightning,2018-07-17
C31296,2018,Lightning,2018-07-07
C31606,2018,Lightning,2018-07-30
C31631,2018,Lightning,2018-07-30
K11632,2017,Lightning,2017-07-20
K11633,2017,Lightning,2017-07-16
K11801,2017,Lightning,2017-08-19
K12037,2017,Lightning,2017-09-02
K12067,2017,Lightning,2017-09-06
K12070,2017,Person,2017-09-07
N11844,2017,Lightning,2017-08-28
N11927,2017,Lightning,2017-08-07
N11966,2017,Lightning,2017-08-30
N11971,2017,Lightning,2017-08-30
N11976,2017,Lightning,2017-08-30
N11978,2017,Lightning,2017-08-30
N11984,2017,Person,2017-08-31
N11999,2017,Person,2017-09-01
N12018,2017,Lightning,2017-09-01
R20356,2017,Person,2017-06-23
R20937,2017,Lightning,2017-07-09
R40024,2017,Person,2017-04-16
R40027,2017,Person,2017-04-17
R40030,2017,Person,2017-04-18
C31678,2018,Lightning,2018-07-31
C31688,2018,Lightning,2018-07-31
C31689,2018,Lightning,2018-07-19
K20009,2017,Person,2017-04-05
K20322,2017,Person,2017-06-16
N12247,2017,Person,2017-10-06
N12270,2017,Person,2017-10-16
N20587,2017,Lightning,2017-07-01
N21029,2017,Lightning,2017-07-10
N21173,2017,Lightning,2017-07-10
N21227,2017,Lightning,2017-07-10
N21451,2017,Person,2017-07-30
R40044,2017,Person,2017-04-22
R40046,2017,Person,2017-04-23
R40047,2017,Person,2017-04-23
V10484,2017,Person,2017-07-01
C31691,2018,Lightning,2018-07-22
C31692,2018,Lightning,2018-07-22
C31694,2018,Lightning,2018-07-31
C31696,2018,Lightning,2018-07-31
C31697,2018,Lightning,2018-07-31
K20538,2017,Person,2017-07-03
K20609,2017,Person,2017-07-05
K20637,2017,Person,2017-07-06
K20675,2017,Lightning,2017-07-07
K20706,2017,Lightning,2017-07-07
N21628,2017,Lightning,2017-08-08
N21945,2017,Lightning,2017-08-10
N21956,2017,Person,2017-08-30
N22003,2017,Person,2017-09-01
N22078,2017,Person,2017-09-08
V11290,2017,Person,2017-07-22
V11812,2017,Person,2017-07-19
V11930,2017,Person,2017-08-28
V12051,2017,Person,2017-09-04
V12108,2017,Person,2017-09-11
C31701,2018,Lightning,2018-07-30
C31828,2018,Lightning,2018-07-30
C32118,2018,Lightning,2018-07-31
C32125,2018,Lightning,2018-07-31
K21032,2017,Lightning,2017-07-12
K21360,2017,Lightning,2017-07-20
K21375,2017,Person,2017-07-26
N22190,2017,Person,2017-09-24
N41132,2017,Lightning,2017-07-15
N41136,2017,Lightning,2017-07-16
N41172,2017,Lightning,2017-07-10
N41221,2017,Lightning,2017-07-20
N41369,2017,Lightning,2017-07-26
N41779,2017,Lightning,2017-08-18
N41802,2017,Lightning,2017-08-13
V12228,2017,Person,2017-10-02
V12290,2017,Person,2017-10-26
V12298,2017,Person,2017-10-25
V12299,2017,Person,2017-10-25
C32271,2018,Lightning,2018-08-02
C32320,2018,Lightning,2018-07-31
C32372,2018,Lightning,2018-07-31
C32603,2018,Lightning,2018-07-31
C32805,2018,Lightning,2018-07-31
C40028,2018,Person,2018-04-23
K22192,2017,Person,2017-09-24
K30420,2017,Lightning,2017-06-20
K30824,2017,Lightning,2017-07-07
K30955,2017,Lightning,2017-07-07
N41871,2017,Lightning,2017-08-24
N41917,2017,Lightning,2017-08-24
N41973,2017,Lightning,2017-08-31
N50173,2017,Person,2017-05-22
V30416,2017,Person,2017-06-26
V31922,2017,Person,2017-08-27
V32222,2017,Person,2017-10-02
V50174,2017,Person,2017-05-21
V52281,2017,Person,2017-10-16
V60406,2017,Person,2017-06-26
C40137,2018,Lightning,2018-05-08
C40620,2018,Lightning,2018-06-20
C41459,2018,Person,2018-07-25
C41745,2018,Lightning,2018-07-31
C41773,2018,Lightning,2018-07-31
C41844,2018,Lightning,2018-07-31
K30957,2017,Lightning,2017-07-08
K30958,2017,Lightning,2017-07-08
K31208,2017,Lightning,2017-07-19
K31239,2017,Lightning,2017-07-20
K31975,2017,Lightning,2017-08-29
N50294,2017,Person,2017-06-08
N50419,2017,Lightning,2017-06-26
N50435,2017,Lightning,2017-06-26
N50789,2017,Lightning,2017-06-26
N50971,2017,Person,2017-07-10
N51042,2017,Person,2017-07-12
V60580,2017,Person,2017-07-03
V62283,2017,Person,2017-10-27
V62284,2017,Person,2017-10-27
C41848,2018,Lightning,2018-07-31
C41854,2018,Lightning,2018-07-31
C42133,2018,Lightning,2018-07-31
K40145,2017,Person,2017-05-23
K40147,2017,Person,2017-05-23
K41118,2017,Person,2017-07-15
N51075,2017,Lightning,2017-07-10
N51080,2017,Lightning,2017-07-10
N51218,2017,Lightning,2017-07-20
N51265,2017,Lightning,2017-06-04
N51470,2017,Lightning,2017-07-20
N51634,2017,Person,2017-08-08
V62285,2017,Person,2017-10-19
V62291,2017,Person,2017-10-20
V62293,2017,Person,2017-10-23
V62297,2017,Person,2017-10-20
V62309,2017,Person,2017-10-20
V62312,2017,Person,2017-10-24
V62313,2017,Person,2017-10-24
V70367,2017,Person,2017-06-24
C42138,2018,Lightning,2018-07-31
C42202,2018,Lightning,2018-07-31
C42224,2018,Lightning,2018-07-31
C42260,2018,Lightning,2018-07-31
K41467,2017,Person,2017-07-31
K41657,2017,Person,2017-08-10
K41859,2017,Lightning,2017-08-23
K50314,2017,Person,2017-06-13
N51651,2017,Person,2017-08-09
N51683,2017,Lightning,2017-07-20
N51697,2017,Lightning,2017-08-12
N51701,2017,Lightning,2017-08-12
N51702,2017,Lightning,2017-08-12
N51708,2017,Lightning,2017-08-10
V71786,2017,Person,2017-08-18
V71958,2017,Person,2017-08-29
V72296,2017,Person,2017-10-20
V72303,2017,Person,2017-10-31
C42290,2018,Lightning,2018-08-01
C42324,2018,Lightning,2018-08-01
C42331,2018,Lightning,2018-08-01
C42357,2018,Lightning,2018-07-31
C42358,2018,Lightning,2018-07-31
C42363,2018,Lightning,2018-07-31
K50434,2017,Person,2017-06-27
K50588,2017,Person,2017-07-04
K50630,2017,Person,2017-07-06
K51197,2017,Lightning,2017-07-19
K51406,2017,Person,2017-07-23
N51862,2017,Lightning,2017-08-23
N61615,2017,Lightning,2017-08-07
N61626,2017,Lightning,2017-08-07
N61874,2017,Person,2017-08-24
N62040,2017,Person,2017-09-03
V80417,2017,Person,2017-06-26
V81106,2017,Person,2017-07-15
V82310,2017,Person,2017-10-27
V82324,2017,Person,2017-10-24
C42393,2018,Lightning,2018-07-31
C42411,2018,Lightning,2018-07-31
C42610,2018,Lightning,2018-08-01
K51550,2017,Person,2017-08-04
K51614,2017,Person,2017-08-07
K51839,2017,Person,2017-08-22
K51878,2017,Person,2017-08-24
K52007,2017,Person,2017-09-01
K52024,2017,Person,2017-09-02
N70607,2017,Person,2017-07-05
N71000,2017,Lightning,2017-07-01
N71078,2017,Lightning,2017-07-10
N71191,2017,Lightning,2017-07-19
N71298,2017,Lightning,2017-07-21
V90616,2017,Person,2017-07-04
V91187,2017,Person,2017-07-19
V91631,2017,Person,2017-08-08
V92236,2017,Person,2017-10-03
V92294,2017,Person,2017-10-23
VA0778,2017,Lightning,2017-07-07
C42820,2018,Lightning,2018-08-11
C43129,2018,Person,2018-10-16
C50032,2018,Person,2018-04-24
C50039,2018,Person,2018-04-25
K52047,2017,Person,2017-09-03
K52075,2017,Person,2017-09-07
K52196,2017,Person,2017-09-26
N71320,2017,Lightning,2017-07-20
N71329,2017,Person,2017-07-24
N71382,2017,Lightning,2017-07-10
R50056,2016,Person,2016-06-28
R50087,2016,Lightning,2016-07-16
R90045,2016,Lightning,2016-06-17
R90049,2016,Person,2016-06-27
R90050,2016,Lightning,2016-06-22
C31822,2017,Lightning,2017-08-13
C31823,2017,Lightning,2017-08-20
C31824,2017,Lightning,2017-07-20
C31934,2017,Lightning,2017-07-16
C40329,2017,Lightning,2017-06-16
C40621,2017,Person,2017-07-06
C41346,2017,Lightning,2017-07-19
C41572,2017,Lightning,2017-07-20
G92009,2017,Lightning,2017-09-01
G92012,2017,Lightning,2017-09-01
G92057,2017,Lightning,2017-09-04
K20048,2016,Person,2016-05-07
K20059,2016,Person,2016-05-14
K20061,2016,Person,2016-05-15
K20099,2016,Person,2016-06-06
K20139,2016,Lightning,2016-06-27
K30024,2016,Person,2016-02-10
K30209,2016,Person,2016-07-26
R90065,2016,Lightning,2016-06-06
R90066,2016,Lightning,2016-07-11
R90074,2016,Lightning,2016-07-11
C41703,2017,Lightning,2017-08-12
C41707,2017,Lightning,2017-08-12
C41921,2017,Person,2017-08-27
C50003,2017,Person,2017-04-03
C50099,2016,Lightning,2016-07-16
C50159,2016,Person,2017-03-23
G10024,2016,Person,2016-04-15
G10044,2016,Person,2016-04-18
K40046,2016,Lightning,2016-05-04
K40248,2016,Lightning,2016-07-30
V10024,2016,Person,2016-05-08
V10041,2016,Person,2016-05-13
V10173,2016,Person,2016-07-03
V10407,2016,Person,2016-08-19
C50007,2017,Person,2017-04-04
C50015,2017,Person,2017-04-09
C50020,2017,Person,2017-04-11
C50043,2017,Person,2017-04-21
C50065,2017,Person,2017-04-30
G10077,2016,Person,2016-04-19
G10196,2016,Person,2016-05-25
G10339,2016,Person,2016-07-28
G10365,2016,Lightning,2016-08-10
G10395,2016,Person,2016-08-19
G30035,2016,Person,2016-04-18
G30086,2016,Person,2016-04-19
K40411,2016,Person,2016-08-24
K40424,2016,Person,2016-08-27
V10417,2016,Person,2016-08-20
V10497,2016,Person,2016-09-14
V30148,2016,Lightning,2016-06-27
V30239,2016,Lightning,2016-07-26
C50254,2017,Person,2017-06-05
C50373,2017,Person,2017-06-25
C50647,2017,Lightning,2017-07-07
C50744,2017,Lightning,2017-07-07
C50918,2017,Lightning,2017-07-07
C51533,2017,Lightning,2017-08-03
G10094,2017,Person,2017-05-07
G10277,2017,Lightning,2017-06-01
G10291,2017,Lightning,2017-06-02
G30394,2016,Lightning,2016-08-08
G40014,2016,Person,2016-04-01
G40032,2016,Person,2016-04-18
G40036,2016,Lightning,2016-04-12
G40047,2016,Person,2016-04-18
G40194,2016,Person,2016-05-25
G40337,2016,Lightning,2016-07-18
G40363,2016,Lightning,2016-08-10
G70002,2016,Person,2016-04-01
G70003,2016,Person,2016-04-02
G70018,2016,Person,2016-04-10
K50008,2016,Person,2016-04-09
K50109,2016,Person,2016-06-17
K50111,2016,Person,2016-06-17
K50375,2016,Person,2016-08-17
K50385,2016,Person,2016-08-21
V30251,2016,Lightning,2016-07-26
V30403,2016,Person,2016-08-18
V50455,2016,Person,2016-08-27
G10358,2017,Person,2017-06-23
G10625,2017,Lightning,2017-07-06
G10687,2017,Lightning,2017-07-07
G10751,2017,Lightning,2017-07-07
G70033,2016,Person,2016-04-18
G70034,2016,Person,2016-04-18
G70037,2016,Person,2016-04-18
G70041,2016,Person,2016-04-18
G70043,2016,Person,2016-04-18
K50403,2016,Person,2016-08-21
K50404,2016,Person,2016-08-21
K50418,2016,Person,2016-08-26
K60006,2016,Person,2016-04-08
K60145,2016,Lightning,2016-06-29
V60016,2016,Person,2016-05-02
V60214,2016,Person,2016-07-23
V60319,2016,Person,2016-08-06
V60440,2016,Person,2016-08-25
V70156,2016,Person,2016-06-29
G10770,2017,Lightning,2017-07-07
G10819,2017,Lightning,2017-07-08
G10829,2017,Lightning,2017-07-08
G10847,2017,Lightning,2017-07-08
G10864,2017,Lightning,2017-07-08
G10879,2017,Person,2017-07-08
G70045,2016,Person,2016-04-18
G70052,2016,Person,2016-04-18
G70053,2016,Person,2016-04-18
K60310,2016,Lightning,2016-07-21
K60425,2016,Person,2016-08-27
K70020,2016,Person,2016-04-17
V70351,2016,Person,2016-08-11
V80518,2016,Person,2016-10-12
V90301,2016,Lightning,2016-08-01
G10881,2017,Lightning,2017-07-08
G11108,2017,Lightning,2017-07-15
G11494,2017,Lightning,2017-08-01
G70056,2016,Person,2016-04-18
G70057,2016,Person,2016-04-18
G70067,2016,Person,2016-04-18
G70070,2016,Person,2016-04-19
G70072,2016,Person,2016-04-18
G70073,2016,Person,2016-04-19
K70068,2016,Person,2016-05-17
K70106,2016,Person,2016-06-13
K70144,2016,Person,2016-06-30
V90406,2016,Lightning,2016-08-16
VA0349,2016,Lightning,2016-08-06
VA0522,2016,Person,2017-02-03
C10093,2017,Person,2017-05-07
C10248,2017,Lightning,2017-05-31
G11577,2017,Lightning,2017-08-06
G11636,2017,Lightning,2017-08-08
G70080,2016,Person,2016-04-19
G70088,2016,Person,2016-04-20
G70112,2016,Person,2016-04-30
G70113,2016,Person,2016-04-30
G70117,2016,Person,2016-04-30
G70124,2016,Person,2016-05-03
K70148,2016,Person,2016-06-30
K70376,2016,Person,2016-08-17
K70443,2016,Person,2016-08-31
N10002,2016,Person,2016-04-02
C10306,2017,Lightning,2017-06-11
C10683,2017,Lightning,2017-07-07
C10701,2017,Lightning,2017-07-07
C10740,2017,Lightning,2017-07-07
C10764,2017,Lightning,2017-07-07
C10784,2017,Lightning,2017-07-07
G11656,2017,Lightning,2017-08-10
G30140,2017,Person,2017-05-23
G31097,2017,Lightning,2017-06-20
G40664,2017,Lightning,2017-07-07
G40691,2017,Lightning,2017-07-07
G70264,2016,Lightning,2016-06-23
G70387,2016,Person,2016-08-15
G80012,2016,Person,2016-04-08
G80040,2016,Person,2016-04-18
G80042,2016,Person,2016-04-18
G80046,2016,Person,2016-04-18
N10004,2016,Person,2016-04-05
N10009,2016,Person,2016-04-13
N10016,2016,Person,2016-04-20
N10037,2016,Person,2016-05-13
C10822,2017,Lightning,2017-07-07
C10919,2017,Lightning,2017-07-07
C10966,2017,Lightning,2017-07-07
C10970,2017,Lightning,2017-07-10
G40702,2017,Lightning,2017-07-07
G40709,2017,Lightning,2017-07-07
G40801,2017,Lightning,2017-07-08
G40826,2017,Lightning,2017-07-08
G40837,2017,Lightning,2017-07-08
G40911,2017,Lightning,2017-07-07
G40960,2017,Lightning,2017-07-09
G41558,2017,Person,2017-08-05
G80051,2016,Person,2016-04-18
G80054,2016,Person,2016-04-18
G80059,2016,Person,2016-04-18
G80060,2016,Person,2016-04-18
G80065,2016,Person,2016-04-18
G80066,2016,Person,2016-04-18
G80068,2016,Person,2016-04-18
G80074,2016,Person,2016-04-19
G80078,2016,Person,2016-04-18
N10143,2016,Lightning,2016-07-30
N20005,2016,Person,2016-02-18
N20014,2016,Person,2016-04-18
C11081,2017,Lightning,2017-07-07
C11159,2017,Lightning,2017-07-17
C11198,2017,Lightning,2017-07-19
C11645,2017,Lightning,2017-07-07
C20226,2017,Person,2017-05-31
C20347,2017,Person,2017-06-22
G41595,2017,Lightning,2017-08-07
G50402,2017,Lightning,2017-06-25
G50834,2017,Lightning,2017-07-08
G50839,2017,Lightning,2017-07-07
G50904,2017,Person,2017-07-08
G60610,2017,Lightning,2017-06-27
G61649,2017,Lightning,2017-08-09
G80081,2016,Person,2016-04-18
G80082,2016,Person,2016-04-18
G80084,2016,Person,2016-04-20
G80094,2016,Person,2016-04-21
G80107,2016,Person,2016-04-28
G80108,2016,Person,2016-03-01
G80111,2016,Person,2016-04-30
G80114,2016,Person,2016-04-30
G80115,2016,Person,2016-04-30
N40015,2016,Person,2016-04-19
N40294,2016,Lightning,2016-08-06
N40297,2016,Lightning,2016-08-14
C20352,2017,Lightning,2017-06-16
C20414,2017,Person,2017-06-26
C20464,2017,Person,2017-06-30
C20645,2017,Person,2017-07-07
C20729,2017,Lightning,2017-07-07
C20735,2017,Lightning,2017-07-07
C20738,2017,Lightning,2017-07-07
G61746,2017,Lightning,2017-08-15
G61946,2017,Person,2017-08-29
G61952,2017,Lightning,2017-08-29
G61988,2017,Lightning,2017-08-29
G61997,2017,Lightning,2017-09-01
G70057,2017,Person,2017-04-27
G80116,2016,Person,2016-02-15
G80122,2016,Person,2016-05-02
G80145,2016,Person,2016-05-07
G80169,2016,Person,2016-05-15
G80177,2016,Lightning,2016-05-16
G80266,2016,Lightning,2016-06-21
G80301,2016,Lightning,2016-07-13
G90006,2016,Person,2016-04-03
G90095,2016,Person,2016-04-20
G90236,2016,Lightning,2016-06-17
N40325,2016,Lightning,2016-08-06
N50008,2016,Person,2016-04-13
N50070,2016,Person,2016-07-01
N50192,2016,Lightning,2016-08-02
N50277,2016,Lightning,2016-08-07
N50376,2016,Lightning,2016-08-30
N50377,2016,Lightning,2016-08-30
C20894,2017,Lightning,2017-07-07
C20900,2017,Lightning,2017-07-07
C20901,2017,Lightning,2017-07-07
C20902,2017,Lightning,2017-07-07
C20905,2017,Lightning,2017-07-07
C20906,2017,Lightning,2017-07-07
G71597,2017,Lightning,2017-08-07
G71637,2017,Lightning,2017-08-08
G71668,2017,Lightning,2017-08-10
G80064,2017,Person,2017-04-29
G90244,2016,Lightning,2016-06-22
G90267,2016,Lightning,2016-06-29
G90269,2016,Lightning,2016-06-29
G90272,2016,Lightning,2016-06-29
N50379,2016,Lightning,2016-08-30
N60017,2016,Person,2016-02-10
C21268,2017,Lightning,2017-07-20
C30870,2017,Lightning,2017-07-08
C30884,2017,Lightning,2017-07-07
G80092,2017,Person,2017-05-07
G80176,2017,Person,2017-05-27
G90112,2017,Lightning,2017-05-18
G90198,2017,Lightning,2017-05-30
G90201,2017,Lightning,2017-05-30
G90202,2017,Lightning,2017-05-30
G90207,2017,Lightning,2017-05-30
G90292,2016,Lightning,2016-07-10
G90297,2016,Lightning,2016-07-13
G90298,2016,Lightning,2016-07-13
G90302,2016,Lightning,2016-07-13
G90305,2016,Lightning,2016-07-13
G90307,2016,Lightning,2016-07-13
N60057,2016,Person,2016-06-07
N60131,2016,Lightning,2016-07-25
N60279,2016,Lightning,2016-08-13
N70083,2016,Lightning,2016-07-03
N70253,2016,Lightning,2016-07-26
C30885,2017,Lightning,2017-07-07
C30886,2017,Lightning,2017-07-07
C30887,2017,Lightning,2017-07-07
C30892,2017,Lightning,2017-07-07
C30897,2017,Lightning,2017-07-07
G90208,2017,Lightning,2017-05-30
G90209,2017,Lightning,2017-05-30
G90210,2017,Lightning,2017-05-30
G90311,2016,Lightning,2016-07-15
G90318,2016,Lightning,2016-07-13
G90324,2016,Lightning,2016-07-18
G90352,2016,Lightning,2016-08-01
G90367,2016,Lightning,2016-08-09
G90369,2016,Lightning,2016-08-07
G90370,2016,Lightning,2016-08-09
K10308,2016,Lightning,2016-08-05
N70370,2016,Lightning,2016-08-30
R10001,2016,Person,2016-03-31
R10002,2016,Person,2016-03-31
R10006,2016,Person,2016-04-09
R10009,2016,Person,2016-04-18
C31005,2017,Lightning,2017-07-06
C31008,2017,Lightning,2017-07-11
C31072,2017,Lightning,2017-07-07
C31156,2017,Lightning,2017-07-17
C31161,2017,Lightning,2017-07-17
C31169,2017,Lightning,2017-07-18
C31306,2017,Lightning,2017-07-23
C31348,2017,Lightning,2017-07-25
C31425,2017,Person,2017-07-29
C31489,2017,Lightning,2017-07-31
G90268,2017,Lightning,2017-06-06
G90380,2017,Lightning,2017-06-25
G91534,2017,Lightning,2017-08-03
G91933,2017,Lightning,2017-08-28
G92008,2017,Lightning,2017-08-31
K10354,2016,Lightning,2016-08-02
